SHA,Message,Author,Date
a78da09640bc2899588e9143cfda3f166cc06974,"Move global reassignment validation to InferReferenceEffects

ghstack-source-id: fcda8140310d6e1201df35f399020b22b6dccb08
Pull Request resolved: https://github.com/facebook/react-forget/pull/2872",Joe Savona,2024-04-18T20:51:47Z
1cd77a4ff7a2189003965246a3cfc475d2d9857d,"Remove ReactFlightFB bundles (#28864)

Remove ReactFlightFB bundles",Jan Kassens,2024-04-18T20:41:04Z
d870c979a127e210856484e25c0affa5615faeec,"Add StoreGlobal instruction

ghstack-source-id: a715b1385da6648d867118d2b7486ffdb0ff89f6
Pull Request resolved: https://github.com/facebook/react-forget/pull/2871",Joe Savona,2024-04-18T20:21:31Z
1f0701c11e424347cb333e88154c59e1c7016b30,"Write Diff Train import branch to this repo (#28869)

For fbsource we've historically used a separate repo for imports due to
internal limitations in Diff Train. Those have been lifted so we can now
commit this branch here and then we can import from this repo (and get
rid of the other repo)",Jon Janzen,2024-04-18T19:08:52Z
682f5a920a238ff87a317689d3f7e20fb3117fa6,"[dx] Update capitalized call error messages

ghstack-source-id: dbc012018ecc73007dfb3e745615605512ab6867
Pull Request resolved: https://github.com/facebook/react-forget/pull/2870",Joe Savona,2024-04-18T18:07:10Z
ea24427d16f3ac9b0f3bb45cdc7919ac208130c9,"Support writing to this.refs from userspace (#28867)

Previously, the `refs` property of a class component instance was
read-only by user code — only React could write to it, and until/unless
a string ref was used, it pointed to a shared empty object that was
frozen in dev to prevent userspace mutations.

Because string refs are deprecated, we want users to be able to codemod
all their string refs to callback refs. The safest way to do this is to
output a callback ref that assigns to `this.refs`.

So to support this, we need to make `this.refs` writable by userspace.",Andrew Clark,2024-04-18T17:37:54Z
a9732d65b48b73c1dabb3e3d218eed7d3a1885cc,"[dx] Improve error messages for unpreserved memoization

ghstack-source-id: ff5bcaa7ab219035f57dc3dc3396c9a324896d4b
Pull Request resolved: https://github.com/facebook/react-forget/pull/2869",Joe Savona,2024-04-18T16:49:27Z
0061ca6cf47c5124d2ebe708481fb03da9e8e267,"Add early return to diffProperties (#28842)

## Summary

This PR adds early return to the `diff` function. We don't need to go
through all the entries of `nextProps`, process and deep-diff the values
if `nextProps` is the same object as `prevProps`. Roughly 6% of all
`diffProperties` calls can be skipped.

## How did you test this change?

RNTester.",Dmytro Rykun,2024-04-18T16:24:07Z
da6c4612a36d8358fc735f75bbe2e7d9ff64a3c4,"[dx] Consistently use backticks for quoting input in error messages

ghstack-source-id: 34e5507c08fb883c987c88f415158fac781a5f8e
Pull Request resolved: https://github.com/facebook/react-forget/pull/2863",Joe Savona,2024-04-18T16:21:24Z
e3d0f4bce842e8687f2bb2032b167549d30126fb,"[dx] Update NoRefAccessInRender error messages

ghstack-source-id: a5623aa4f29e15c89d2dfbe855bab9843e240a8a
Pull Request resolved: https://github.com/facebook/react-forget/pull/2862",Joe Savona,2024-04-18T16:21:23Z
8c8bd00c04177eedebf31b3284f9c2a2b4958d66,"[dx] Update error messages for manual memo validation

ghstack-source-id: 1a88145049d7f7acb01748ad6ec4dd1500781766
Pull Request resolved: https://github.com/facebook/react-forget/pull/2861",Joe Savona,2024-04-18T16:21:22Z
36e62c6034281f23e5eb5aac776f5835faf06bfb,"delete useless eslint-disable-next-line (#28859)

<!--
  Thanks for submitting a pull request!
We appreciate you spending the time to work on these changes. Please
provide enough information so that others can review your pull request.
The three fields below are mandatory.

Before submitting a pull request, please make sure the following is
done:

1. Fork [the repository](https://github.com/facebook/react) and create
your branch from `main`.
  2. Run `yarn` in the repository root.
3. If you've fixed a bug or added code that should be tested, add tests!
4. Ensure the test suite passes (`yarn test`). Tip: `yarn test --watch
TestName` is helpful in development.
5. Run `yarn test --prod` to test in the production environment. It
supports the same options as `yarn test`.
6. If you need a debugger, run `yarn test --debug --watch TestName`,
open `chrome://inspect`, and press ""Inspect"".
7. Format your code with
[prettier](https://github.com/prettier/prettier) (`yarn prettier`).
8. Make sure your code lints (`yarn lint`). Tip: `yarn linc` to only
check changed files.
  9. Run the [Flow](https://flowtype.org/) type checks (`yarn flow`).
  10. If you haven't already, complete the CLA.

Learn more about contributing:
https://reactjs.org/docs/how-to-contribute.html
-->

## Summary

<!--
Explain the **motivation** for making this change. What existing problem
does the pull request solve?
-->

## How did you test this change?

<!--
Demonstrate the code is solid. Example: The exact commands you ran and
their output, screenshots / videos if the pull request changes the user
interface.
How exactly did you verify that your PR solves the issue you wanted to
solve?
  If you leave this empty, your PR will very likely be closed.
-->",zhangenming,2024-04-18T15:49:55Z
c84ff16afba0d5b72d0252e0e96be71fcb16848f,"[dx] Update error message for reassigning globals

ghstack-source-id: 48ce4b55a8b4b5a22c8ec29f6787732ab2a67778
Pull Request resolved: https://github.com/facebook/react-forget/pull/2860",Joe Savona,2024-04-18T14:46:22Z
4fdbac075fd1e804080068b3fd0e86528bf1c9b0,"Revert ""convert circleci workflow devtools_regression_tests to github actions"" (#28865)

Reverts facebook/react#27800, tests fail on main",Ricky,2024-04-18T14:18:53Z
496e8733bb7fdee8f8678100c8b601ead8a2d23b,"convert circleci workflow devtools_regression_tests to github actions (#27800)

## Summary

This pull request converts the CircleCI workflows to GitHub actions
workflows. [Github Actions
Importer](https://github.com/github/gh-actions-importer) was used to
convert the workflows initially, then I edited them manually to correct
errors in translation.

**Issues**
1. facebook/react/devtools_regression_tests  
The scripts that this workflow calls need to be modified.

## How did you test this change?

I tested these changes in a forked repo. You can [view the logs of this
workflow in my fork](https://github.com/robandpdx/react/actions).

https://fburl.com/workplace/f6mz6tmw",Rob Anderson,2024-04-18T14:04:27Z
87993f333adf28003bca97a24507be6ddc13a2f4,"[dx] Update suppression error messages

ghstack-source-id: 0c362a349de86a07b4e9e381b942939ce4a24e69
Pull Request resolved: https://github.com/facebook/react-forget/pull/2859",Joe Savona,2024-04-18T01:25:40Z
4666bf8c17b7af893157d91e7eeafed0d1a87b61,"[dx] Improve BuildHIR error messages

ghstack-source-id: cbf62aec4e768249a8c7f44fe6f3852183127415
Pull Request resolved: https://github.com/facebook/react-forget/pull/2858",Joe Savona,2024-04-18T01:16:33Z
fc7467ac0ed735aefbfdddc7889d9f1b7aefccf1,"[dx] Update error messages for config parsing

ghstack-source-id: 693a3526a73f1fbd25f4e59416f8c65a0f8f1235
Pull Request resolved: https://github.com/facebook/react-forget/pull/2857",Joe Savona,2024-04-18T01:16:32Z
b5e5ce8e0a899345dab1ce71c74bc1d1c28c6a0d,"Update ReactNativeTypes for root options (part 2) (#28857)

Forgot to push a change before mergin
https://github.com/facebook/react/pull/28850",Ricky,2024-04-17T18:56:43Z
da6ba53b10d8240fc251ba14a3e5878604d3dc7d,"[UMD] Remove umd builds (#28735)

In React 19 React will finally stop publishing UMD builds. This is
motivated primarily by the lack of use of UMD format and the added
complexity of maintaining build infra for these releases. Additionally
with ESM becoming more prevalent in browsers and services like esm.sh
which can host React as an ESM module there are other options for doing
script tag based react loading.

This PR removes all the UMD build configs and forks.

There are some fixtures that still have references to UMD builds however
many of them already do not work (for instance they are using legacy
features like ReactDOM.render) and rather than block the removal on
these fixtures being brought up to date we'll just move forward and fix
or removes fixtures as necessary in the future.",Josh Story,2024-04-17T18:15:27Z
0c245df1dc162d387ce6f5483505921b6cd4cfe2,Complete the typo fix (#28856),Sebastian Silbermann,2024-04-17T18:04:22Z
f82051d7abf9a2137f62cb84f0dd3618397951bc,"console test utils fix: match entire string, not just first letter (#28855)

Fixes issue where if the first letter of the expected string appeared
anywhere in actual message, the assertion would pass, leading to false
negatives. We should check the entire expected string.

---------

Co-authored-by: Ricky <rickhanlonii@gmail.com>",Andrew Clark,2024-04-17T17:04:54Z
4ca20fd36b2444a74279e7022f89894710b1daab,"Test top level fragment inside lazy semantics (#28852)

This wasn't clearly articulated and tested why the code structure is
like this but I think the logic is correct - or at least consistent with
the weird semantics.

We place this top-level fragment check inside the recursion so that you
can resolve how many every Lazy or Usable wrappers you want and it still
preserves the same semantics if they weren't there (which they might not
be as a matter of a race condition).

However, we don't actually recurse with the top-level fragment
unwrapping itself because nesting a bunch of keyless fragments isn't the
same as a single fragment/element.",Sebastian Markbåge,2024-04-17T16:37:51Z
c0cf7c696cf454b49b35d8dae01ab111739dab46,"Promote ASYNC_ITERATOR symbol to React Symbols (#28851)

So that when we end up referring to it in more places, it's only one.

We don't do this same pattern for regular `Symbol.iterator` because we
also support the string `""@@iterator""` for backwards compatibility.",Sebastian Markbåge,2024-04-17T16:29:08Z
657428a9e960cc9c208498be7d2e293007d85cbd,"Add ReactNativeTypes for root options (#28850)

Flow should have failed for this but didn't, we need these options
sync'd over in the types too.",Ricky,2024-04-17T01:18:16Z
7909d8eabb7a702618f51e16a351df41aa8da88e,"[Flight] Encode ReadableStream and AsyncIterables (#28847)

This adds support in Flight for serializing four kinds of streams:

- `ReadableStream` with objects as a model. This is a single shot
iterator so you can read it only once. It can contain any value
including Server Components. Chunks are encoded as is so if you send in
10 typed arrays, you get the same typed arrays out on the other side.
- Binary `ReadableStream` with `type: 'bytes'` option. This supports the
BYOB protocol. In this mode, the receiving side just gets `Uint8Array`s
and they can be split across any single byte boundary into arbitrary
chunks.
- `AsyncIterable` where the `AsyncIterator` function is different than
the `AsyncIterable` itself. In this case we assume that this might be a
multi-shot iterable and so we buffer its value and you can iterate it
multiple times on the other side. We support the `return` value as a
value in the single completion slot, but you can't pass values in
`next()`. If you want single-shot, return the AsyncIterator instead.
- `AsyncIterator`. These gets serialized as a single-shot as it's just
an iterator.

`AsyncIterable`/`AsyncIterator` yield Promises that are instrumented
with our `.status`/`.value` convention so that they can be synchronously
looped over if available. They are also lazily parsed upon read.

We can't do this with `ReadableStream` because we use the native
implementation of `ReadableStream` which owns the promises.

The format is a leading row that indicates which type of stream it is.
Then a new row with the same ID is emitted for every chunk. Followed by
either an error or close row.

`AsyncIterable`s can also be returned as children of Server Components
and then they're conceptually the same as fragment arrays/iterables.
They can't actually be used as children in Fizz/Fiber but there's a
separate plan for that. Only `AsyncIterable` not `AsyncIterator` will be
valid as children - just like sync `Iterable` is already supported but
single-shot `Iterator` is not. Notably, neither of these streams
represent updates over time to a value. They represent multiple values
in a list.

When the server stream is aborted we also close the underlying stream.
However, closing a stream on the client, doesn't close the underlying
stream.

A couple of possible follow ups I'm not planning on doing right now:

- [ ] Free memory by releasing the buffer if an Iterator has been
exhausted. Single shots could be optimized further to release individual
items as you go.
- [ ] We could clean up the underlying stream if the only pending data
that's still flowing is from streams and all the streams have cleaned
up. It's not very reliable though. It's better to do cancellation for
the whole stream - e.g. at the framework level.
- [ ] Implement smarter Binary Stream chunk handling. Currently we wait
until we've received a whole row for binary chunks and copy them into
consecutive memory. We need this to preserve semantics when passing
typed arrays. However, for binary streams we don't need that. We can
just send whatever pieces we have so far.",Sebastian Markbåge,2024-04-16T16:20:07Z
13eb61d0566bdcb6e41a19e433f66ec2ebf62bde,"Move enableUseDeferredValueInitialArg to canary (#28818)

Per team discussion, this upgrades the `initialValue` argument for
`useDeferredValue` from experimental to canary.

- Original implementation PR:
https://github.com/facebook/react/pull/27500
- API documentation PR: https://github.com/reactjs/react.dev/pull/6747

I left it disabled at Meta for now in case there's old code somewhere
that is still passing an `options` object as the second argument.",Andrew Clark,2024-04-16T16:12:32Z
8afa144bdc08f6d28c55f4169868148f1b4636fb,"Enable flag disableClientCache (#28846)

Enable flag disableClientCache

Forcing a `__VARIANT__` in the mock file so we keep testing this until
fully removing it.",Jan Kassens,2024-04-16T14:59:36Z
6bf64df5383113d71bf6ebc8823c6a3ef412e6d0,"[babel] Add a sources option

This allows the plugin to be configured to run on an allowlist, rather
than compiling all files helping with an incremental rollout plan.

The sources option takes both an array of path strings or a function
to be flexible.

For now I've left this be optional but we can make it required.

ghstack-source-id: 282a33dc8d08d47f699894692e0fcc813dff5b77
Pull Request resolved: https://github.com/facebook/react-forget/pull/2855",Sathya Gunsasekaran,2024-04-16T13:41:16Z
5bceb3cb3b0542eef57ffedad1cff1b6aa2132dc,"[.gitignore] Add bundle script

No need to commit this in the repo, but keeping this locally helps with
building the feedback repo.

ghstack-source-id: 28f08992b1ab856567a5338af07e12ac820a7298
Pull Request resolved: https://github.com/facebook/react-forget/pull/2854",Sathya Gunsasekaran,2024-04-16T13:41:13Z
734956ace6450bc0c95d8d749dee74f4a140597b,Devtools: Add support for useFormStatus (#28413),Sebastian Silbermann,2024-04-16T08:28:16Z
8f212cc7893e1bd7cb92aac0cfa715dadea626c2,Ensure sizebot doesn't swallow large diffs (#28845),Sebastian Silbermann,2024-04-16T07:56:25Z
17e920c00d314bfc6833e99ff4cb5c91fb3da254,"[Flight Reply] Encode Typed Arrays and Blobs (#28819)

With the enableBinaryFlight flag on we should encode typed arrays and
blobs in the Reply direction too for parity.

It's already possible to pass Blobs inside FormData but you should be
able to pass them inside objects too.

We encode typed arrays as blobs and then unwrap them automatically to
the right typed array type.

Unlike the other protocol, I encode the type as a reference tag instead
of row tag. Therefore I need to rename the tags to avoid conflicts with
other tags in references. We are running out of characters though.",Sebastian Markbåge,2024-04-16T02:32:08Z
fd35655fae9f88284e01754cadb0707abaca795b,"Delete AUTHORS.md (#28844)

This hasn't been updated in a long time, and it getting really large. 

You can view the authors locally via the git history with:

``
git shortlog -se | perl -spe 's/^\s+\d+\s+//'
``",Ricky,2024-04-15T19:23:30Z
0347fcd0073cf529f67a05be86a0545c3efab8e2,"Add on(Caught|Uncaught|Recoverable) opts to RN (#28836)

## Overview

There's currently a bug in RN now that we no longer re-throw errors. The
`showErrorDialog` function in React Native only logs the errors as soft
errors, and never a fatal. RN was depending on the global handler for
the fatal error handling and logging.

Instead of fixing this in `ReactFiberErrorDialog`, we can implement the
new root options in RN to handle caught/uncaught/recoverable in the
respective functions, and delete ReactFiberErrorDialog. I'll follow up
with a RN PR to implement these options and fix the error handling.",Ricky,2024-04-15T16:03:28Z
c113503ad131101b19b4a5c1e4639b8588ecd993,"Flush direct streams in Bun (#28837)

<!--
  Thanks for submitting a pull request!
We appreciate you spending the time to work on these changes. Please
provide enough information so that others can review your pull request.
The three fields below are mandatory.

Before submitting a pull request, please make sure the following is
done:

1. Fork [the repository](https://github.com/facebook/react) and create
your branch from `main`.
  2. Run `yarn` in the repository root.
3. If you've fixed a bug or added code that should be tested, add tests!
4. Ensure the test suite passes (`yarn test`). Tip: `yarn test --watch
TestName` is helpful in development.
5. Run `yarn test --prod` to test in the production environment. It
supports the same options as `yarn test`.
6. If you need a debugger, run `yarn test --debug --watch TestName`,
open `chrome://inspect`, and press ""Inspect"".
7. Format your code with
[prettier](https://github.com/prettier/prettier) (`yarn prettier`).
8. Make sure your code lints (`yarn lint`). Tip: `yarn linc` to only
check changed files.
  9. Run the [Flow](https://flowtype.org/) type checks (`yarn flow`).
  10. If you haven't already, complete the CLA.

Learn more about contributing:
https://reactjs.org/docs/how-to-contribute.html
-->

## Summary

<!--
Explain the **motivation** for making this change. What existing problem
does the pull request solve?
-->

The ReadableStreamController for [direct
streams](https://bun.sh/docs/api/streams#direct-readablestream) in Bun
supports a flush() method to flush all buffered items to its underlying
sink.

Without manually calling flush(), all buffered items are only flushed to
the underlying sink when the stream is closed. This behavior causes the
shell rendered against Suspense boundaries never to be flushed to the
underlying sink.

## How did you test this change?

<!--
Demonstrate the code is solid. Example: The exact commands you ran and
their output, screenshots / videos if the pull request changes the user
interface.
How exactly did you verify that your PR solves the issue you wanted to
solve?
  If you leave this empty, your PR will very likely be closed.
-->

A lot of changes to the test runner will need to be made in order to
support the Bun runtime. A separate test was manually run in order to
ensure that the changes made are correct.

The test works by sanity-checking that the shell rendered against
Suspense boundaries are emitted first in the stream.

This test was written and run on Bun v1.1.3.

```ts
import { Suspense } from ""react"";
import { renderToReadableStream } from ""react-dom/server"";

if (!import.meta.resolveSync(""react-dom/server"").endsWith(""server.bun.js"")) {
  throw new Error(""react-dom/server is not the correct version:\n  "" + import.meta.resolveSync(""react-dom/server""));
}

const A = async () => {
  await new Promise(resolve => setImmediate(resolve));
  return <div>hi</div>;
};

const B = async () => {
  return (
    <Suspense fallback={<div>loading</div>}>
      <A />
    </Suspense>
  );
};

const stream = await renderToReadableStream(<B />);

let text = """";
let count = 0;
for await (const chunk of stream) {
  text += new TextDecoder().decode(chunk);
  count++;
}

if (
  text !==
  `<!--$?--><template id=""B:0""></template><div>loading</div><!--/$--><div hidden id=""S:0""><div>hi</div></div><script>$RC=function(b,c,e){c=document.getElementById(c);c.parentNode.removeChild(c);var a=document.getElementById(b);if(a){b=a.previousSibling;if(e)b.data=""$!"",a.setAttribute(""data-dgst"",e);else{e=b.parentNode;a=b.nextSibling;var f=0;do{if(a&&8===a.nodeType){var d=a.data;if(""/$""===d)if(0===f)break;else f--;else""$""!==d&&""$?""!==d&&""$!""!==d||f++}d=a.nextSibling;e.removeChild(a);a=d}while(a);for(;c.firstChild;)e.insertBefore(c.firstChild,a);b.data=""$""}b._reactRetry&&b._reactRetry()}};$RC(""B:0"",""S:0"")</script>`
) {
  throw new Error(""unexpected output"");
}
if (count !== 2) {
  throw new Error(""expected 2 chunks from react ssr stream"");
}
```",Kenta Iwasaki,2024-04-15T15:25:08Z
b28bb19e44d4624ffda33ff5f3a7a2dcce291635,"[codegen] Don't drop directives in simple arrow fn

The compiler has an optimisation where it transforms a simple arrow
function with only a return statement to a implicit arrow function.

In the case, there's a directive in this simple arrow function, the
directive gets dropped.

Instead of dropping the directive, the compiler should perform this
optimisation only if there are no directives.

ghstack-source-id: 514cd2440025986a2d6d950694a7339d779b09f2
Pull Request resolved: https://github.com/facebook/react-forget/pull/2848",Sathya Gunsasekaran,2024-04-15T14:52:45Z
2d128ff041e4cd97f92c0dfe9ce5ab73eab27ae9,"React DevTools 5.0.2 -> 5.1.0 (#28840)

Full list of changes:
* Look for a ReactMemoCacheSentinel on state
([gsathya](https://github.com/gsathya) in
[#28831](https://github.com/facebook/react/pull/28831))
* Use use() in the Cache if available
([sebmarkbage](https://github.com/sebmarkbage) in
[#28793](https://github.com/facebook/react/pull/28793))
* feat[devtools-fusebox]: support theme option
([hoxyq](https://github.com/hoxyq) in
[#28832](https://github.com/facebook/react/pull/28832))
* feat[devtools]: add package for fusebox integration
([hoxyq](https://github.com/hoxyq) in
[#28553](https://github.com/facebook/react/pull/28553))
* feat[devtools]: add method for connecting backend with custom
messaging protocol ([hoxyq](https://github.com/hoxyq) in
[#28552](https://github.com/facebook/react/pull/28552))
* Rename SECRET INTERNALS to
`__CLIENT_INTERNALS_DO_NOT_USE_OR_WARN_USERS_THEY_CANNOT_UPGRADE`
([sebmarkbage](https://github.com/sebmarkbage) in
[#28789](https://github.com/facebook/react/pull/28789))
* Flatten ReactSharedInternals
([sebmarkbage](https://github.com/sebmarkbage) in
[#28783](https://github.com/facebook/react/pull/28783))
* feat[devtools]: ship source maps for content scripts and ignore list
installHook script ([hoxyq](https://github.com/hoxyq) in
[#28730](https://github.com/facebook/react/pull/28730))
* Track Owner for Server Components in DEV
([sebmarkbage](https://github.com/sebmarkbage) in
[#28753](https://github.com/facebook/react/pull/28753))
* Move ReactDOMLegacy implementation into RootFB
([sebmarkbage](https://github.com/sebmarkbage) in
[#28656](https://github.com/facebook/react/pull/28656))
* Reland #28672: Remove IndeterminateComponent
([gnoff](https://github.com/gnoff) in
[#28681](https://github.com/facebook/react/pull/28681))
* Remove reference to deleted <Cache> in un-linted file
([josephsavona](https://github.com/josephsavona) in
[#28715](https://github.com/facebook/react/pull/28715))
* [be] Remove unshipped experimental <Cache> element type
([josephsavona](https://github.com/josephsavona) in
[#28698](https://github.com/facebook/react/pull/28698))
* Revert ""Remove module pattern function component support""
([rickhanlonii](https://github.com/rickhanlonii) in
[#28670](https://github.com/facebook/react/pull/28670))
* Remove module pattern function component support
([gnoff](https://github.com/gnoff) in
[#27742](https://github.com/facebook/react/pull/27742))
* [RTR] Enable warning flag ([jackpope](https://github.com/jackpope) in
[#28419](https://github.com/facebook/react/pull/28419))
* Update error messages ([rickhanlonii](https://github.com/rickhanlonii)
in [#28652](https://github.com/facebook/react/pull/28652))
* fix[devtools/ci]: split profiling cache test for different react
versions and toEqual checker ([hoxyq](https://github.com/hoxyq) in
[#28628](https://github.com/facebook/react/pull/28628))
* Guard against legacy context not being supported in DevTools fixture
([eps1lon](https://github.com/eps1lon) in
[#28596](https://github.com/facebook/react/pull/28596))
* Use `declare const` instead of `declare var`
([kassens](https://github.com/kassens) in
[#28599](https://github.com/facebook/react/pull/28599))
* Update isConcurrent RTR option usage
([jackpope](https://github.com/jackpope) in
[#28546](https://github.com/facebook/react/pull/28546))
* Disable legacy context ([kassens](https://github.com/kassens) in
[#27991](https://github.com/facebook/react/pull/27991))
* Remove invokeGuardedCallback and replay trick
([sebmarkbage](https://github.com/sebmarkbage) in
[#28515](https://github.com/facebook/react/pull/28515))
* Remove remaining usages of ReactTestUtils in tests unrelated to
`react-dom/test-util` ([eps1lon](https://github.com/eps1lon) in
[#28534](https://github.com/facebook/react/pull/28534))
* fix[devtools/e2e]: fixed source inspection in e2e tests
([hoxyq](https://github.com/hoxyq) in
[#28518](https://github.com/facebook/react/pull/28518))
* Devtools: Display actual pending state when inspecting `useTransition`
([eps1lon](https://github.com/eps1lon) in
[#28499](https://github.com/facebook/react/pull/28499))",Ruslan Lesiutin,2024-04-15T13:56:57Z
d486051de7a77236e729d395a18acac2c5ece35f,"[Devtools] Look for a ReactMemoCacheSentinel on state (#28831)

The useMemoCache polyfill doesn't have access to the fiber, and it
simply uses state, which does not work with the existing devtools 
badge for the compiler.

With this PR, devtools will look on the very first hook's state for the
memo cache sentinel and display the Forget badge if present.

The polyfill will add this sentinel to it's state (the cache array).",Sathya Gunasekaran,2024-04-15T12:05:05Z
1683cb186c17dd610ecf83675aded1348a9bb3ff,"Use use() in the Cache if available (#28793)

This is a follow up to
https://github.com/facebook/react/pull/28789#discussion_r1557232202

Revert to use the old readContext detection if not to support older
React.

I haven't actually tested this. Just opening as a suggestion.",Sebastian Markbåge,2024-04-15T12:03:29Z
9defcd56bc3cd53ac2901ed93f29218007010434,Remove redundant props assign (#28829),Sebastian Silbermann,2024-04-12T19:55:51Z
ed4023603632787db6416bee8e85e68d98ad29bd,"Fix mistaken ""react-server"" condition (#28835)

This is a Fizz server.",Sebastian Markbåge,2024-04-12T19:53:41Z
ba1a9797eebee694f6872e425b3a697c39a17dfc,"Remove `flight-browser` fixture  (#28828)

The flight-browser fixtures doesn't make sense. It also uses UMD builds
which are being removed so we'd have to make it use esm.sh or something
and really it just won't work because it needs to be built by webpack to
not error. We could potentially shim the webpack globals but really the
right thing is to publish the esm version of react-server and use esm.sh
to load a browser only esm demo of react-server. This change removes the
flight-browser fixture",Josh Story,2024-04-12T16:48:40Z
7625f0d501bea50efe1e3cfc7208329c18e3369e,"feat[devtools-fusebox]: support theme option (#28832)

Support propagating theme from Chrome DevTools frontend, the field is
optional.

Next step, which is out of scope of this project and general improvement
for React DevTools: teach RDT to listen to theme changes and if the
theme preference is set to `auto` in settings, update the theme
accordingly with the browser devtools.",Ruslan Lesiutin,2024-04-12T16:26:37Z
441024318c2286f75979292577ef7e25fbb2cffb,"[polyfill] Add sentinel to array

To make the polyfill work well with devtools, we add this sentinel.

Devtools will look for this sentinel before adding the Forget badge.

ghstack-source-id: d246040f67da48fa46f818753c8bf26dff56f390
Pull Request resolved: https://github.com/facebook/react-forget/pull/2847",Sathya Gunsasekaran,2024-04-12T14:32:12Z
96c58466109c2944adb817001fec38088a7c431e,"feat[devtools]: add package for fusebox integration (#28553)

## Summary

Stacked on https://github.com/facebook/react/pull/28552. Review only the
[last commit at the
top](https://github.com/facebook/react/pull/28553/commits/c69952f1bf6e23252d47e0f7eb98efbbb2cc2c55).

These changes add new package `react-devtools-fusebox`, which is the
entrypoint for the RDT Frontend, which will be used in Chrome DevTools
panel. The main differences from other frontend shells (extension,
standalone) are:
1. This package builds scripts in ESM format, this is required by Chrome
DevTools, see webpack config:

https://github.com/facebook/react/blob/c69952f1bf6e23252d47e0f7eb98efbbb2cc2c55/packages/react-devtools-fusebox/webpack.config.frontend.js#L50-L52
2. The build includes styles in a separate `.css` file, which is
required for Chrome DevTools: styles are loaded lazily once panel is
mounted.",Ruslan Lesiutin,2024-04-12T14:29:35Z
d012a32f840cf575b9d07bf1ed96af34af99e060,"feat[devtools]: add method for connecting backend with custom messaging protocol (#28552)

## Summary

RDT backend will now expose method `connectWithCustomMessagingProtocol`,
which will be similar to the classic `connectToDevTools` one, but with
few differences:
1. It delegates the communication management between frontend and
backend to the owner (whos injecting RDT backend). Unlike the
`connectToDevTools`, which is relying on websocket connection and
receives host and port as an arguments.
2. It returns a callback, which can be used for unsubscribing the
current backend instance from the global DevTools hook.


This is a prerequisite for any non-browser RDT integration, which is not
designed to be based on websocket.",Ruslan Lesiutin,2024-04-12T14:17:07Z
c8a035036d0f257c514b3628e927dd9dd26e5a09,"[Fizz] hoistables should never flush before the preamble (#28802)

Hoistables should never flush before the preamble however there is a
surprisingly easy way to trigger this to happen by suspending in the
shell of the app. This change modifies the flushing behavior to not emit
any hoistables before the preamble has written. It accomplishes this by
aborting the flush early if there are any pending root tasks remaining.
It's unfortunate we need this extra condition but it's essential that we
don't emit anything before the preamble and at the moment I don't see a
way to do that without introducing a new condition.

There is a test that began to fail with this update. It turns out that
in node the root can be blocked during a resume even for a component
inside a Suspense boundary if that boundary was part of the prerender.
This means that with the current heuristic in this PR boundaries cannot
be flushed during resume until the root is unblocked. This is not ideal
but this is already how Edge works because the root blocks the stream in
that case. This just makes Node deopt in a similar way to edge. We
should improve this but we ought to do so in a way that works for edge
too and it needs to be more comprehensive.",Josh Story,2024-04-11T22:13:04Z
4f5c812a3c4e52d9ea5d908a27a317ac0f26590a,DevTools: Rely on sourcemaps to compute hook name of built-in hooks in newer versions (#28593),Sebastian Silbermann,2024-04-11T20:00:54Z
435415962371adc69e6a7211f7c65a5d72fc609c,"Backwards compatibility for string refs on WWW (#28826)

Seeing errors with undefined string ref values when trying to sync
https://github.com/facebook/react/pull/28473

Added a test that reproduces the failing pattern.

@acdlite pushed
https://github.com/facebook/react/pull/28826/commits/a786481ae5702f1966ecdb62f3667f3d72966e78
with fix

---------

Co-authored-by: Jack Pope <jackpope@meta.com>
Co-authored-by: Andrew Clark <git@andrewclark.io>",Jack Pope,2024-04-11T19:30:37Z
adb71739386c1d8800ee80d11713a401ccdc7af8,Fix nightly release job for real (#28825),Sebastian Silbermann,2024-04-11T16:28:10Z
a2582074b84e95f8e9be6d9f51c80f09dd620ad7,Fix nightly release job (#28824),Sebastian Silbermann,2024-04-11T16:08:13Z
608edcc90a9e1dcee896c6c93cb381d0a61aac37,"[tests] add `assertConsole<method>Dev` helpers (#28732)

## Overview
**Internal React repo tests only**

Depends on https://github.com/facebook/react/pull/28710

Adds three new assertions:
- `assertConsoleLogDev`
- `assertConsoleWarnDev`
- `assertConsoleErrorDev`

These will replace this pattern:

```js
await expect(async () => {
  await expect(async () => {
    await act(() => {
      root.render(<Fail />)
    });
  }).toThrow();
}).toWarnDev('Warning');
```

With this:

```js
await expect(async () => {
  await act(() => {
    root.render(<Fail />)
  });
}).toThrow();

assertConsoleWarnDev('Warning');
```

It works similar to our other `assertLog` matchers which clear the log
and assert on it, failing the tests if the log is not asserted before
the test ends.

## Diffs

There are a few improvements I also added including better log diffs and
more logging.

When there's a failure, the output will look something like:

<img width=""655"" alt=""Screenshot 2024-04-03 at 11 50 08 AM""
src=""https://github.com/facebook/react/assets/2440089/0c4bf1b2-5f63-4204-8af3-09e0c2d752ad"">


Check out the test suite for snapshots of all the failures we may log.",Ricky,2024-04-11T12:19:46Z
