SHA,Message,Author,Date
05726d72ccd3940a927462d520d0d2674012ad85,"[Fix] Errors should not ""unsuspend"" a transition (#22423)

If an error is thrown during a transition where we would have otherwise
suspended without showing a fallback (i.e. during a refresh), we should
still suspend.

The current behavior is that the error will force the fallback to
appear, even if it's completely unrelated to the component that errored,
which breaks the contract of `startTransition`.",Andrew Clark,2021-09-27T15:44:39Z
c9d64e5f4c2b7cc70a618eec78900dbfd6d201e8,add hasOwnProperty to devTools backend (#22437),Behnam Mohammadi,2021-09-27T12:56:56Z
3746eaf985dd92f8aa5f5658941d07b6b855e9d9,Packages/React/src/ReactLazy ---> changing -1 to unintialized (#22421),BIKI DAS,2021-09-24T17:52:21Z
04ccc01d967091f441f08177a5078cc6034c2a9e,"Hydration errors should force a client render (#22416)

* Refactor throwException control flow

I'm about to add more branches to the Suspense-related logic in
`throwException`, so before I do, I split some of the steps into
separate functions so that later I can use them in multiple places.

This commit does not change any program behavior, only the control flow
surrounding existing code.

* Hydration errors should force a client render

If something errors during hydration, we should try rendering again
without hydrating.

We'll find the nearest Suspense boundary and force it to client render,
discarding the server-rendered content.",Andrew Clark,2021-09-24T17:47:19Z
029fdcebbfec51a28af27cd390dff8668bf136cf,"root.hydrate -> root.isDehydrated (#22420)

I think this naming is a bit clearer. It means the root is currently
showing server rendered content that needs to be hydrated.

A dehydrated root is conceptually the same as what we call dehydrated
Suspense boundary, so this makes the naming of the root align with the
naming of subtrees.",Andrew Clark,2021-09-24T17:45:46Z
1c73ceed5f6248679d04c5e637290cfc6d3b5264,Scheduling Profiler marks should include thrown Errors (#22419),Brian Vaughn,2021-09-24T16:56:27Z
af87f5a83d49bde495eb7fe760b2052ba8a76caf,"Scheduling Profiler marks should include thrown Errors (#22417)

The scheduling profiler markComponentRenderStopped method is supposed to be called when rendering finishes or when a value is thrown (Suspense or Error). Previously we were calling this in a Suspense-only path of `throwException`.

This PR updates the code to handle errors (or non-Thenables) thrown as well.

It also moves the mark logic the work loop `handleError` method, with Suspense/Error agnostic cleanup.",Brian Vaughn,2021-09-24T16:32:37Z
b1a1cb11680cf4a03932e8955f64d5a7ba9c89f1,"DevTools: Lazily parse indexed map sections (#22415)

Indexed maps divide nested source maps into sections, annotated with a line and column offset. Since these sections are JSON and can be quickly parsed, we can easily separate them without doing the heavier base64 and VLQ decoding process. This PR updates our sourcemap parsing code to defer parsing of an indexed map section until we actually need to retrieve mappings from it.",Brian Vaughn,2021-09-24T15:09:42Z
a01cdbf8132e02773ddb376948e4c7ff7cbc72a0,Update Yarn build-for-devtools script to account for build/build2 changes (#22418),Brian Vaughn,2021-09-24T14:54:57Z
d47339ea3659133940f7699144cd30453fb6ed43,"[Fizz] Remove assignID mechanism (#22410)

* Remove pushEmpty

This is only used to support the assignID mechanism.

* Remove assignID mechanism

This effectively isn't used anyway because we always insert a dummy tag
into the fallback.

* Emit the template tag with an ID directly in pending boundaries

This ensures that assigning the ID is deterministic since it's done during
writing.

This also avoids emitting it for client rendered boundaries that start as
client rendered since we never need to refer to them.

* Move lazy ID initialization to the core implementation

We never need an ID before we write a pending boundary. This also ensures
that ID generation is deterministic by moving it to the write phase.

* Simplify the inserted scripts

We can assume that there are no text nodes before the template tag so this
simplifies the script that finds the comment node. It should be the direct
previous child.",Sebastian Markbåge,2021-09-24T14:22:02Z
1c58cfab959ae17565bc6802a3699d564f781c35,Update Node.js to latest v14.17.6 LTS (#22401),Damian Cyntler,2021-09-23T23:30:12Z
3a50d95573b7ebdf723e08f6f78c99faf811da0b,"Never attach ping listeners in legacy Suspense (#22407)

I noticed a weird branch where we attach a ping listener even in legacy
mode. It's weird because this shouldn't be necessary. Fallbacks always
synchronously commit in legacy mode, so pings never happen. (A ""ping"" is
when a suspended promise resolves before the fallback has committed.)

It took me a moment to remember why this case exists, but it's related
to React.lazy.

There's a special case where we suspend while reconciling the children
of a Suspense boundary's inner Offscreen wrapper fiber. This happens
when a React.lazy component is a direct child of a Suspense boundary.

Suspense boundaries are implemented as multiple fibers, but they are a
single conceptual unit. The legacy mode behavior where we pretend the
suspended fiber committed as `null` won't work, because in this case the
""suspended"" fiber is the inner Offscreen wrapper.

Because the contents of the boundary haven't started rendering yet (i.e.
nothing in the tree has partially rendered) we can switch to the
regular, concurrent mode behavior: mark the boundary with ShouldCapture
and enter the unwind phase.

However, even though we're switching to the concurrent mode behavior, we
don't need to attach a ping listener. So I refactored the logic so that
it doesn't escape back into the regular path.

It's not really a big deal that we attach an unncessary ping listener,
since this case is so unusual. The motivation is not performance related
— it's to make the logic clearer, because I'm about to add another case
where we trigger a Suspense boundary without attaching a ping listener.",Andrew Clark,2021-09-23T18:07:38Z
d174d063d13d428ad4002474cb560464a7f70f45,"DevTools: Hook names optimizations (#22403)

This commit dramatically improves the performance of the hook names feature by replacing the source-map-js integration with custom mapping code built on top of sourcemap-codec. Based on my own benchmarking, this makes parsing 3-4 times faster. (The bulk of these changes are in SourceMapConsumer.js.)

While implementing this code, I also uncovered a problem with the way we were caching source-map metadata that was causing us to potential parse the same source-map multiple times. (I addressed this in a separate commit for easier reviewing. The bulk of these changes are in parseSourceAndMetadata.js.)

Altogether these changes dramatically improve the performance of the hooks parsing code.

One additional thing we could look into if the source-map download still remains a large bottleneck would be to stream it and decode the mappings array while it streams in rather than in one synchronous chunk after the full source-map has been downloaded.",Brian Vaughn,2021-09-23T00:17:57Z
95502f7b2519d00ac71ca6a2869b3fcb76b3ab3f,"Update CodeSandbox to pull build artifacts from CI (#22400)

Instead of building them from source.

The `download-experimental-build` script polls CI until the build
has finished.",Andrew Clark,2021-09-22T18:35:56Z
51e017c523fe37489f8b5c9d75bb3a7a2dc7f2c8,"Revert ""[Old server renderer] Retry error on client (#22399)""

Going to revert this until we figure out error reporting. It looks like
our downstream infra already supports some type of error recovery so
we might not need it here.",Andrew Clark,2021-09-22T16:31:17Z
5a06072780e1323204cd7823665b3a95a0450747,"[Old server renderer] Retry error on client (#22399)

We're still in the process of migrating to the Fizz server renderer. In
the meantime, this makes the error semantics on the old server renderer
match the behavior of the new one: if an error is thrown, it triggers a
Suspense fallback, just as if it suspended (this part was already
implemented). Then the errored tree is retried on the client, where it
may recover and finish successfully.",Andrew Clark,2021-09-22T15:45:55Z
82c8fa90be86fc0afcbff2dc39486579cff1ac9a,"Add back useMutableSource temporarily (#22396)

Recoil uses useMutableSource behind a flag. I thought this was fine
because Recoil isn't used in any concurrent roots, so the behavior
would be the same, but it turns out that it is used by concurrent
roots in a few places.

I'm not expecting it to be hard to migrate to useSyncExternalStore, but
to de-risk the change I'm going to roll it out gradually with a flag. In
the meantime, I've added back the useMutableSource API.",Andrew Clark,2021-09-22T03:38:24Z
8fcfdfff7e61aeac82bd0482cff6af8e342ecadc,"Scrape warning messages in CI (#22393)

There's a downstream workflow that runs the `print-warnings` command. We
can make it faster by scraping the warnings in CI and storing the
result as a build artifact.",Andrew Clark,2021-09-22T02:03:01Z
ba07042c86b6e2e3dbbc930b2418d52c47ef7b47,Fix sizebot mistakenly detecting deleted files (#22394),Andrew Clark,2021-09-22T01:55:47Z
d56947eb2c2a0d1599975b90a353b06b58c0e00c,"Increase polling threshold for publish-prereleases (#22392)

The publish-preleases command prints the URL of the publish workflow
so that you can visit the page and follow along.

But it can take a few seconds before the workflow ID is available, after
you create the pipeline. So the script polls the workflow endpoint
until it's available.

The current polling limit is too low so I increased it.

I also updated the error message to provide more info.",Andrew Clark,2021-09-22T01:43:59Z
5b57bc6e31689ad715161cdcfa1b1d31eac2ba3b,"[Draft] don't patch console during first render (#22308)

Previously, DevTools always overrode the native console to dim or supress StrictMode double logging. It also overrode console.log (in addition to console.error and console.warn). However, this changes the location shown by the browser console, which causes a bad developer experience. There is currently a TC39 proposal that would allow us to extend console without breaking developer experience, but in the meantime this PR changes the StrictMode console override behavior so that we only patch the console during the StrictMode double render so that, during the first render, the location points to developer code rather than our DevTools console code.",Luna Ruan,2021-09-21T22:00:11Z
cf07c3df124fb43dfe14b3068c3a15e05bc4af1c,"Delete all but one `build2` reference (#22391)

This removes all the remaining references to the `build2` directory
except for the CI job that stores the artifacts. We'll keep the
`build2` artifact until downstream scripts are migrated to `build`.",Andrew Clark,2021-09-21T20:15:41Z
bb0d06935961732d37eb2d1ff706cdacea7003c9,"[build2 -> build] Local scripts

Update all our local scripts to use `build` instead of `build2`.

There are still downstream scripts that depend on `build2`, though, so
we can't remove it yet.",Andrew Clark,2021-09-21T19:12:52Z
162bb8c9780e20c988c42fe25e81da03c3fb9f6c,[build -> build2] Sizebot,Andrew Clark,2021-09-21T16:06:15Z
2375670a91c0925347ce285231828d4d0fa41c11,"Delete unused CI jobs

These were replaced by the `build_combined` job.",Andrew Clark,2021-09-21T17:49:25Z
f35287dda431fd48706b57f57df7dc4584e2ca30,[build2 -> build] -> download-build-artifacts,Andrew Clark,2021-09-21T16:13:32Z
e3c9cd9f412088f32b14b1224fa6768f419d5f45,Add COMMIT_SHA to build directory,Andrew Clark,2021-09-21T17:41:58Z
0c81d347b6856c0e0f1b1ca10654ce47f81f632e,"Write artifacts to `build` instead of `build2`

Now that all the CI jobs have been migrated to the new build script,
we can start renaming the `build2` directory to `build`.

Since there are lots of scripts that reference `build2`, including
downstream scripts that live outside this repo, I'm going to keep
the `build2` directory around as a copy of `build`.

Then once all the references are updated, I will delete the copy.",Andrew Clark,2021-09-21T16:02:14Z
baff3f2005f099f5d3c506d6d41ae977f41304f7,"Move build_devtools_and_process_artifacts (#22388)

This is the last CI job that needs to be migrated to the new workflow.",Andrew Clark,2021-09-21T15:51:51Z
7c6049695f384a8c0daa685649df32078e5926b8,"Move lint job to new, combined CI workflow (#22386)

* Move lint job to new, combined CI workflow

Moves the lint job our new, combined CI workflow.

After this, there is only one job remaining to be migrated. Then we
can delete the old workflow and build script.

* Remove ""stable"" CI workflow

This workflow is now empty so we can remove it",Andrew Clark,2021-09-21T15:16:26Z
4da03c9fbdaf955c637ea95679c32e9ac242992c,useSyncExternalStore React Native version (#22367),salazarm,2021-09-21T15:07:56Z
48d475c9ed20ab4344b3f1969716b76d8a476171,"correct typos (#22294)

Co-authored-by: Bowen Li <bowen31337@gmail.com>",Bowen,2021-09-21T15:05:41Z
fc574329668fed808759a797018752048d03ae89,"Move DOM fixtures test job to main CI workflow (#22385)

Moves the RELEASE_CHANNEL_stable_yarn_test_dom_fixtures job to our new,
combined CI workflow.

After this, there are only two jobs remaining to be migrated. Then we
can delete the old workflow and build script.",Andrew Clark,2021-09-21T15:00:28Z
cb6c619c07c2453692335a1c73109013e0c88769,Remove Fiber fields that were used for hydrating useMutableSource (#22368),Sebastian Silbermann,2021-09-20T20:12:30Z
64e70f82e99e5836307aeefbde6b58240531c1ab,[Fizz] add avoidThisFallback support (#22318),salazarm,2021-09-20T19:44:48Z
cbf6178ed3b450774a11bd2ca7735c2073cd1bc4,Fix links in packages/react-devtools/README.md (#22356),38elements,2021-09-20T19:10:29Z
acf8ada4c00105f933ea87ad425e83cdcd115ba0,"Fix typo in types.js (react-devtools-shared) (#22299)

Fix typo:

becuase -> because",Konstantin Popov,2021-09-20T19:09:59Z
c62d5831d3d66c19eb652f4f5d229acb1e85ff82,react-devtools\OVERVIEW.md --> fixed typos (#22372),BIKI DAS,2021-09-20T19:09:37Z
7e8fb98e140a520bbb723d5930cc657b5fb92488,Enabled enableProfilerChangedHookIndices feature flag for all builds (#22365),Brian Vaughn,2021-09-20T17:10:50Z
3ee7a004e59cc7d71e4d3fc698777b381f4ec719,devtools: Display actual ReactDOM API name in root type (#22363),Sebastian Silbermann,2021-09-20T15:44:21Z
79b8fc66704a9a24588bf41b25afbcd818358b80,"Implement getServerSnapshot in userspace shim (#22359)

* Convert useSES shim tests to use React DOM

Idea is that eventually we'll run these tests against an actual build of
React DOM 17 to test backwards compatibility.

* Implement getServerSnapshot in userspace shim

If the DOM is not present, we assume that we are running in a server
environment and return the result of `getServerSnapshot`.

This heuristic doesn't work in React Native, so we'll need to provide
a separate native build (using the `.native` extension). I've left this
for a follow-up.

We can't call `getServerSnapshot` on the client, because in versions of
React before 18, there's no built-in mechanism to detect whether we're
hydrating. To avoid a server mismatch warning, users must account for
this themselves and return the correct value inside `getSnapshot`.

Note that none of this is relevant to the built-in API that is being
added in 18. This only affects the userspace shim that is provided
for backwards compatibility with versions 16 and 17.",Andrew Clark,2021-09-20T15:32:13Z
86b3e2461da28d9c074b04f42e4ca69773902fec,"Implement useSyncExternalStore on server (#22347)

Adds a third argument called `getServerSnapshot`.

On the server, React calls this one instead of the normal `getSnapshot`.
We also call it during hydration.

So it represents the snapshot that is used to generate the initial,
server-rendered HTML. The purpose is to avoid server-client mismatches.
What we render during hydration needs to match up exactly with what we
render on the server.

The pattern is for the server to send down a serialized copy of the
store that was used to generate the initial HTML. On the client, React
will call either `getSnapshot` or `getServerSnapshot` on the client as
appropriate, depending on whether it's currently hydrating.

The argument is optional for fully client rendered use cases. If the
user does attempt to omit `getServerSnapshot`, and the hook is called
on the server, React will abort that subtree on the server and
revert to client rendering, up to the nearest Suspense boundary.

For the userspace shim, we will need to use a heuristic (canUseDOM)
to determine whether we are in a server environment. I'll do that in
a follow up.",Andrew Clark,2021-09-20T15:31:02Z
57e4d6872fe5786220d23aa4781ff33af65ffeaa,replace-fork: Cleanup after failure if no unstaged changes (#22364),Brian Vaughn,2021-09-20T15:10:17Z
293059e52b57f9debdb01a235e29c678cadfc476,"replace-fork should not clear uncommitted changes (#22348)

The replace-fork script depends on ESLint to fix the reconciler imports
— `.old` -> `.new` or vice versa. If ESLint crashes, it can leave the
imports in an incorrect state.

As a convenience, @bvaughn updated the script to automatically run
`git checkout -- .` if the ESLint command fails. An unintended
consequence of the strategy is that if the working directory is not
clean, then any uncommitted changes will be lost.

We need a better strategy for this that prevents the accidental loss of
work. One option is to exit early if the working directory is not clean
before you run the script, though that affects the usability of
the script.

An ideal solution would reset the working directory back to whatever
state it was in before the script ran, perhaps by stashing all the
changes and restoring them if the script aborts.

Until we think of something better, I've commmented out the branch.",Andrew Clark,2021-09-20T14:07:25Z
8209de269531767b33d8db26eda41db38bfb6a27,"Delete useMutableSource implementation (#22292)

This API was replaced by useSyncExternalStore",Andrew Clark,2021-09-20T04:11:50Z
f50ff357cf45d5cbda8d5a99c247e33b0477e936,DevTools: Fix memory leak via alternate Fiber pointer (#22346),Brian Vaughn,2021-09-17T16:53:07Z
bc9bb87c2b01bff8a15e02c8416addf6177e9055,Clear performance marks after measuring (#22345),Brian Vaughn,2021-09-17T14:46:42Z
1090ccd019fda0d039e2ded0089465c05a0a5dcd,[DevTools] Enable hook names in standalone app (#22320),Juan,2021-09-17T14:21:54Z
f2fd1b80d5501a0bce00641f383d18cbd24e3d32,Updated the utfDecodeString() method to avoid call stack exceeded error (#22330),Brian Vaughn,2021-09-17T13:52:52Z
b0803f255ba639aae5a6bd66d1234d12eb18d972,VerticalScrollView -> fixed  typos (#22341),BIKI DAS,2021-09-17T13:05:09Z
a7da457e6bdf474c0abc820c359f094475819cfd,Scheduling profiler: Fix typo in View.js (#22337),Ikko Ashimine,2021-09-17T13:04:51Z
a8cabb5648a14ef55cb96d679a526e3f731e9611,[DevTools] Fix runtime error when inspecting an element times out (#22329),Juan,2021-09-15T21:19:10Z
e8feb11b62e869804970258fa629922edbfc836b,"Fixed issue for better bundles,chunks and workers name in devtools-extensions. (#22322)",Abhay Gupta,2021-09-15T17:51:33Z
f4ac680c7a1db67cae2659f531bb5531833f5c2f,"Fixed broken build script --unsafe-partial flag (#22324)

This flag was broken due to a buggy race case in the ncp() command. The fix is amittedly a hack but improves on the existing behavior (of leaving the workspace in a broken state).",Brian Vaughn,2021-09-15T17:32:09Z
67222f044c582a1a10f3b9d15d9daf67d5dc5c4f,[Experiment] Warn if callback ref returns a function (#22313),Dan Abramov,2021-09-15T12:51:39Z
50263d3273b6fc983acc5b0fd52e670399b248b1,[DevTools] Add initial APIs for logging instrumentation events under feature flag (#22276),Juan,2021-09-14T15:10:24Z
263cfa6ecb9879ecb629d4e04a8c26422b4c4ff9,[Experimental] Add useInsertionEffect (#21913),Ricky,2021-09-14T14:27:09Z
806aaa2e21edf9e1b9317c4bf4157e422b693d14,"[useSES shim] Import prefixed native API (#22310)

Until useSyncExternalStore is finalized, the shim should import the
prefixed version (unstable_useSyncExternalStore), which is available
in the experimental builds. That way our early testers can start
using it.",Andrew Clark,2021-09-14T04:55:18Z
fd5e01c2e0dbbeaff954d13fc6bc11bfc65e7dcf,"[useSES/extra] Reuse old selection if possible (#22307)

When you pass an unmemoized selector to useSyncExternalStoreExtra, we
have to reevaluate it on every render because we don't know whether
it depends on new props.

However, after reevalutating it, we should still compare the result
to the previous selection with `isEqual` and reuse the old one if it
hasn't changed.

Originally I did not implement this, because if the selector changes due
to new props or state, the component is going to have to re-render
anyway. However, it's still useful to return a memoized selection
when possible, because it may be the input to a downstream memoization.

In the test I wrote, the example I chose is selecting a list of
items from the store, and passing the list as a prop to a memoized
component. If the list prop is memoized, we can bail out.",Andrew Clark,2021-09-13T21:26:41Z
33226fadaac7b23634852eee78c4f1c84c5b2bbb,"Check for store mutations before commit (#22290)

* [useSyncExternalStore] Remove extra hook object

Because we already track `getSnapshot` and `value` on the store
instance, we don't need to also track them as effect dependencies. And
because the effect doesn't require any clean-up, we don't need to track
a `destroy` function.

So, we don't need to store any additional state for this effect. We can
call `pushEffect` directly, and only during renders where something
has changed.

This saves some memory, but my main motivation is because I plan to use
this same logic to schedule a pre-commit consistency check. (See the
inline comments for more details.)

* Split shouldTimeSlice into two separate functions

Lanes that are blocking (SyncLane, and DefaultLane inside a blocking-
by-default root) are always blocking for a given root. Whereas expired
lanes can expire while the render phase is already in progress.

I want to check if a lane is blocking without checking whether it
expired, so I split `shouldTimeSlice` into two separate functions.

I'll use this in the next step.

* Check for store mutations before commit

When a store is read for the first time, or when `subscribe` or
`getSnapshot` changes, during a concurrent render, we have to check
at the end of the render phase whether the store was mutated by
an concurrent event.

In the userspace shim, we perform this check in a layout effect, and
patch up any inconsistencies by scheduling another render + commit.
However, even though we patch them up in the next render, the parent
layout effects that fire in the original render will still observe an
inconsistent tree.

In the native implementation, we can instead check for inconsistencies
right after the root is completed, before entering the commit phase. If
we do detect a mutaiton, we can discard the tree and re-render before
firing any effects. The re-render is synchronous to block further
concurrent mutations (which is also what we do to recover from tearing
bugs that result in an error). After the synchronous re-render, we can
assume the tree the tree is consistent and continue with the normal
algorithm for finishing a completed root (i.e. either suspend
or commit).

The result is that layout effects will always observe a consistent tree.",Andrew Clark,2021-09-13T15:07:46Z
86c7ca70a9965c18e504cafc24753c1edbe36749,"Fix link (#22296)

Fix link (branch master was renamed to main): 

master -> main",Konstantin Popov,2021-09-12T15:09:53Z
e73911e715866df69bc6a9ae8b372cccbe8dceb1,"Clean up my ""hard to read"" code (#22295)",Ricky,2021-09-11T19:05:54Z
d2f08dd40d87376d7d2200ab5463cb79e67f343d,DevTools: Add missing param to fetchFromPage() (#22291),Brian Vaughn,2021-09-10T20:26:46Z
81db4eb1d1178cb84b8b20df090a952f9dffac7d,"Replaced network.onRequestFinished() caching with network.getHAR() (#22285)

Replaced network.onRequestFinished() caching with network.getHAR() so that we can avoid redundantly (pre) caching JavaScript content. In the event that the HAR log doesn't contain a match, we'll fall back to fetching from the Network (and hoping for a cache hit from that layer).

I've tested both internally (internal Facebook DEV server) and externally (Code Sandbox) and it seems like this approach results in cache hits, so long as DevTools is opened when the page loads. (Otherwise it falls back to fetch().)",Brian Vaughn,2021-09-10T19:11:18Z
0fd195f2955478636ccab840676c19bb29874b96,"update error message to include useLayoutEffect or useEffect on bad e… (#22279)

* update error message to include useLayoutEffect or useEffect on bad effect return

* Update packages/react-reconciler/src/ReactFiberCommitWork.new.js

Co-authored-by: Ricky <rickhanlonii@gmail.com>

* use existing import

Co-authored-by: Ricky <rickhanlonii@gmail.com>",salazarm,2021-09-10T16:19:51Z
cb8a50619b11acbc821ee0ac901e245f35fad7c7,[DevTools] Add React Devtools Extension Startup and File Structure to OVERVIEW.md (#22283),Luna Ruan,2021-09-09T22:58:27Z
43cf06daf929272f32758dc73c9240887e908f87,[DevTools] Fix `react-devtools-extension` build error and `react-devtools-inline`'s `package.json` (#22281),Luna Ruan,2021-09-09T21:26:13Z
96814e71b2ec13af64cd2670c9e69ab982ab2951,"Revert Suspense cache Thenable.catch() change (#22280)

Reverts part of #22275 (adding .catch() to Thenables in Suspense caches) in response to #22275 (comment).

After taking another look with fresh eyes, I think I see the ""uncaught error"" issue I initially noticed was in checkForUpdate() (which did not pass an error handler to .then)",Brian Vaughn,2021-09-09T19:26:41Z
225740be4864ee8eeb349b38b329291450245578,"Add named hooks support to react-devtools-inline (#22263)

This commit builds on PR #22260 and makes the following changes:
* Adds a DevTools feature flag for named hooks support. (This allows us to disable it entirely for a build via feature flag.)
* Adds a new Suspense cache for dynamically imported modules. (This allows a component to suspend while importing an external code chunk– like the hook names parsing code).
* DevTools supports a hookNamesModuleLoaderFunction param to import the hook names module. I wish this could be handles as part of the react-devtools-shared package, but I'm not sure how to configure Webpack (4) to serve the chunk from react-devtools-inline. This seemed like a reasonable workaround.

The PR also contains an additional unrelated change:
* Removes pre-fetch optimization (added in DevTools: Improve named hooks network caching #22198). This optimization was mostly only important for cases where sources needed to be re-downloaded, something which we can now avoid in most cases¹ thanks to using cached responses already loaded by the page. (I tested this locally on Facebook and this change has no negative performance impact. There is still some overhead from serializing the JS through the Bridge but that's constant between the two approaches.)

¹ The case where we don't benefit from cached responses is when DevTools are opened after the page has already loaded certain scripts. This seems uncommon enough that I don't think it justified the added complexity of prefetching.",Brian Vaughn,2021-09-09T19:25:26Z
8f96c6b2ac3ff0e38f60c87b1f08deb9993526b5,"[Bugfix] Prevent infinite update loop caused by a synchronous update in a passive effect (#22277)

* Add test that triggers infinite update loop

In 18, passive effects are flushed synchronously if they are the
result of a synchronous update. We have a guard for infinite update
loops that occur in the layout phase, but it doesn't currently work for
synchronous updates from a passive effect.

The reason this probably hasn't come up yet is because synchronous
updates inside the passive effect phase are relatively rare: you either
have to imperatively dispatch a discrete event, like `el.focus`, or you
have to call `ReactDOM.flushSync`, which triggers a warning. (In
general, updates inside a passive effect are not encouraged.)

I discovered this because `useSyncExternalStore` does sometimes
trigger updates inside the passive effect phase.

This commit adds a failing test to prove the issue exists. I will fix
it in the next commit.

* Fix failing test added in previous commit

The way we detect a ""nested update"" is if there's synchronous work
remaining at the end of the commit phase.

Currently this check happens before we synchronously flush the passive
effects. I moved it to after the effects are fired, so that it detects
whether synchronous work was scheduled in that phase.",Andrew Clark,2021-09-09T15:14:30Z
24c2e27256b8f2051bde626598f2fba34efd109b,DevTools Suspense cache cleanup (#22275),Brian Vaughn,2021-09-09T13:28:17Z
4ce89a58dac5287a2c7fc454e86562297e97a6d9,"Test bad useEffect return value with noop-renderer (#22258)

* Test bad useEffect return value with noop-renderer

* Use previous ""root""-approach

Tests should now be invariant under variants

* Add same test for layout effects",Sebastian Silbermann,2021-09-08T22:58:53Z
a3fde2358896e32201f49bc81acd2f228951ca84,"Detect subscriptions wrapped in startTransition (#22271)

* Detect subscriptions wrapped in startTransition",salazarm,2021-09-08T21:01:09Z
95d762e406bd37c07693e3a5ddbd0f75289e8c3f,"Remove duplicate test

Accidentally committed two copies of this test during a rebase.",Andrew Clark,2021-09-08T15:49:30Z
d4d1dc085d1332fdd5025c292adcb5b39811e5b5,"Reorder VARIANT feature flags (#22266)

* Move variant tests up

* Add a comment",Dan Abramov,2021-09-07T22:28:38Z
fbce2d52749ff64a156c3f9cd6eb32715bb76e37,"Fix #21972: Add `onResize` event to video elements (#21973)

* Fix #21972: Add `onResize` event to video elements

This is a simple fix for #21972 that adds support for the `onResize` media event.

I created a separate `videoEventTypes` array since I doubt anyone will want to add `onResize` to an audio event. It would simplify the code a bit to just add `resize` to the `mediaEventTypes` array, if that’s preferred.

Pre-commit checklist ([source](https://reactjs.org/docs/how-to-contribute.html#sending-a-pull-request))

✅ Fork the repository and create your branch from `main`.
✅ Run `yarn` in the repository root.
✅ If you’ve fixed a bug or added code that should be tested, add tests!
✅ Ensure the test suite passes (`yarn test`). Tip: `yarn test --watch TestName` is helpful in development.
✅ Run `yarn test --prod` to test in the production environment.
✅ If you need a debugger, run `yarn debug-test --watch TestName`, open chrome://inspect, and press “Inspect”.
✅ Format your code with prettier (`yarn prettier`).
✅ Make sure your code lints (`yarn lint`). Tip: `yarn linc` to only check changed files.
✅ Run the Flow typechecks (`yarn flow`).
✅ If you haven’t already, complete the CLA.

* Consolidate `videoEventTypes` array into `mediaEventTypes`",Riley Shaw,2021-09-07T22:28:19Z
2f156eafb83d129a729947ac2bd7089d20b208ab,Adjust consoleManagedByDevToolsDuringStrictMode feature flag (#22253),Dan Abramov,2021-09-07T18:51:12Z
cfd81933286f3a63734ba0ac1650019487c402ff,"Add useSyncExternalStore to react-debug-tools (#22240)

Adds support for useSyncExternalStore to react-debug-tools, which in
turn adds support for React Devtools.

Test plan: I added a test to ReactHooksInspectionIntegration, based on
existing one for useMutableSource.",Andrew Clark,2021-09-07T17:58:20Z
8e80592a3ab2bdbd036f5af77c89fcf937b8f43b,"Remove state queue from useSyncExternalStore (#22265)

The userspace shim of useSyncExternalStore uses a useState hook because
it's the only way to trigger a re-render. We don't actually use the
queue to store anything, because we read the current value directly
from the store.

In the native implementation, we can schedule an update on the fiber
directly, without the overhead of a queue.",Andrew Clark,2021-09-07T17:27:01Z
06f98c168060ef0213526a1aee696a568cec7f54,"Implement useSyncExternalStore in Fiber (#22239)

This adds an initial implementation of useSyncExternalStore to the
fiber reconciler. It's mostly a copy-paste of the userspace
implementation, which is not ideal but is a good enough starting place.

The main change we'll want to make to this native implementation is to
move the tearing checks from the layout phase to an earlier, pre-commit
phase so that code that runs in the commit phase always observes a
consistent tree.

Follow-ups:

- Implement in Fizz
- Implement in old SSR renderer
- Implement in react-debug-hooks",Andrew Clark,2021-09-07T17:22:05Z
77912d9a05d7a90287fabdec76486f25869b2981,"Wire up the native API for useSyncExternalStore (#22237)

Adds useSyncExternalStore to the internal dispatcher, and exports
the native API from the React package without yet implementing it.",Andrew Clark,2021-09-07T17:20:24Z
031abd24b62b7b0db2e8658ffce7728eb8592d32,"Add warning and test for useSyncExternalStore when getSnapshot isn't cached (#22262)

* add warning and test

* Wrap console error in __DEV__ flag

* prettier",salazarm,2021-09-07T16:08:33Z
e07039bb61e3d006ad552ab7754acbc91f7b8619,Moved named hooks code (and tests) from react-devtools-extensions to react-devtools-shared (#22260),Brian Vaughn,2021-09-07T15:44:49Z
abbc79d6fdaf4802951f52270b757c068cebe826,[DevTools] Only call originalPositionFor once (#22181),Juan,2021-09-07T14:39:55Z
771da6e27ba196cd0c5f3472164a0221b4d8a690,Update PULL_REQUEST_TEMPLATE.md,Dan Abramov,2021-09-07T06:54:34Z
d1f51f34535d00b5985744b0acb45c7f35ab90c6,"[package:react-dom] updateREADME's Class Component to Function Component (#21829)

* [package:react-dom] updateREADME's Class Component to Function Component

* Update README.md

Co-authored-by: Dan Abramov <dan.abramov@gmail.com>",Ryota Murakami,2021-09-06T20:23:13Z
b8884de24e2ca7ff2c05d9c5e9d06470816b60c2,"break up import keyword to avoid being accidentally parsed as dynamic import statement in external code (#21918)

Co-authored-by: zhengjianhua <zhengjianhua.michael@bytedance.com>",Jianhua Zheng,2021-09-06T20:20:33Z
6d6bba5bfc4f62da38ae5ae2c24748cbaa10e6a9,"Fix typo in ReactUpdatePriority-test.js (#21958)

continous -> continuous",Ikko Ashimine,2021-09-06T20:16:05Z
37abc9941835e483e609366fe3dba1463eddd9d9,Build ReactDOMServer on CodeSandbox CI (#22255),Dan Abramov,2021-09-06T20:00:36Z
