Time Frame,Repository,Issue Number,Issue Title,Author,Opened by Swedish,Total Comments,Commented by Swedish,Resolution Time (Days)
2022_2024,electron,37748,"[Bug]: Use getUserMedia to get the video media stream in portrait, and the obtained video stream is a landscape result",wangwenwen130,NO,3,NO,36
2022_2024,electron,35607,[Bug]: cannot select a file `.test` in open dialog with file filters,bpasero,NO,4,NO,237
2022_2024,electron,38137,[Docs] Wrong usage of ipcMain.handle in /tutorial-preload,russ3llc,NO,0,NO,3
2022_2024,electron,35905,[Bug]: Cross Origin Isolation not enabled,fabiospampinato,NO,3,NO,0
2022_2024,electron,36538,[Bug]: setWindowOpenHandler results in incorrect dark mode background color for text/plain content,jeremyspiegel,NO,2,NO,152
2022_2024,electron,37737,[Bug]: setWindowOpenHandler changes default stylesheet for plain text files in dark theme,ajafff,NO,5,NO,2
2022_2024,electron,37520,[Bug] : Can't able to store cookies using electron session,dhineshtp,NO,4,NO,54
2022_2024,electron,37894,"[Bug]: Protocol with ""standard"" privilege refuse to load an URL with a hexadecimal number as host",nand2,NO,2,NO,0
2022_2024,electron,38089,[Feature Request]: Android integration support (even if needs to be rooted and use LSPosed to support Electron],joeyoropesa-dev,NO,2,NO,3
2022_2024,electron,37963,[Bug]: ,deguich,NO,3,NO,11
2022_2024,electron,38131,[Bug]: App Unresponsive When backgrounded or minimized on macOS 13.3.1,adozenlines,NO,0,NO,0
2022_2024,electron,38125,"[Bug]: Using the HTTP proxy library, running the Electron program locally works fine. After packaging with Electron build, running exe generates an error",juzhiqiang,NO,2,NO,0
2022_2024,electron,38130,"[Bug]: This is not a bug，and What method should I use to open a drop-down window in the top toolbar, similar to the image below",TJX666666,NO,2,NO,0
2022_2024,electron,38128,[Bug]: Electron app exits /usr/app/node_modules/electron/dist/electron exited with signal SIGTRAP,sudhu678,NO,1,NO,0
2022_2024,electron,37465,[Bug]: `AXManualAccessibility` attribute can't be set (`kAXErrorAttributeUnsupported`),Rhys-T,NO,1,NO,55
2022_2024,electron,38123,[Bug]: Nodejs http server of electron app is not setting correct content-type header of local file if file has no extension.,ssraghuwanshi,NO,1,NO,0
2022_2024,electron,38121,[Bug]: MessageChannelMain and utilityProcess pipe does not work,glani,NO,1,NO,0
2022_2024,electron,38122,[Bug]: Nodejs http server of electron app is not setting correct content-type header of local file if file has no extension.,ssraghuwanshi,NO,1,NO,0
2022_2024,electron,38120,How to check if electron of specific version can work on my ubuntu20.04,wanted002,NO,2,NO,0
2022_2024,electron,38048,[Bug]: GSlice: assertion failed: sinfo->n_allocated > 0,KillerCodeMonkey,NO,4,NO,3
2022_2024,electron,38103,[Bug]: something wrong after setKiosk(true),flying-leaves,NO,2,NO,0
2022_2024,electron,36911,[Bug]: webContents.print is push print document repeat once to print driver in some user environment,Wayne529,NO,3,NO,3
2022_2024,electron,38101,[Bug]: Electron did not generate dmp files normally,Bri-L,NO,1,NO,0
2022_2024,electron,37744,[Bug]: Apps flash with a black screen,uhthomas,NO,3,NO,26
2022_2024,electron,38085,[Feature Request]: How to obtain the path of the exe file generated by Electron when opened on the window platform,hong418884611,NO,1,NO,1
2022_2024,electron,38096,[asar]: asar shares memory across multiple processes,houjiangzhen,NO,1,NO,0
2022_2024,electron,38099,[Bug]: showSaveDialog cannot show modal action on Linux Debian10 system,liudenaxietian,NO,1,NO,0
2022_2024,electron,38097,Mac M1 crashes unable to generate dmp file,Bri-L,NO,0,NO,0
2022_2024,electron,38094,[Bug]: Accessibility Access in Render process,glani,NO,2,NO,0
2022_2024,electron,37688,[Bug]: The time zone obtained by Date() on electron22.0.0 is incorrect.,JiaFuGuo,NO,3,NO,30
2022_2024,electron,37709,[Bug]: BrowserView is blank if it's reattached to a window,zeeker999,NO,3,NO,29
2022_2024,electron,38090,[Bug]: ,Lordsneak,NO,1,NO,0
2022_2024,electron,38053,[Bug]: XHR User-Agent,tahafatih,NO,2,NO,0
2022_2024,electron,38070,[Bug]: v0.3.731 not connecting to OBS requiring name and still showing red ,Rentella,NO,1,NO,0
2022_2024,electron,37979,[Release Request] Could you please make a follow-up release for #37863,zeeker999,NO,1,NO,0
2022_2024,electron,35640,[Bug]: Windows 11 no data from userData path on app restart,bjbk,NO,4,NO,220
2022_2024,electron,35715,"[Feature Request]: Allow for opening docked DevTools, even if WCO is enabled",kaizjen,NO,1,NO,4
2022_2024,electron,38037,[Bug]: ,StefanRadisavcevic,NO,2,NO,0
2022_2024,electron,37643,[Bug]: the main process crashed by getAppMetrics,ProvenceL,NO,3,NO,29
2022_2024,electron,38036,"[Feature Request]: Remove ""Experimental"" tag from BrowserView",GGIEnrike,NO,2,NO,0
2022_2024,electron,38045,How to add custom installer for DMG?,malapashish,NO,1,NO,0
2022_2024,electron,38044,[Bug]: The window.innerWidth should take the width of scroll bar into account for frameless window too,zeeker999,NO,0,NO,0
2022_2024,electron,37067,[Bug]: `ipcRenderer` seems broken,zhanghaobin,NO,4,NO,63
2022_2024,electron,37647,"[Bug]: When the window minimize button is pressed and held, the main process is suspended",WangJM001,NO,1,NO,28
2022_2024,electron,38019,[Bug]: Uncaught (in promise) TypeError: Cannot read properties of undefined (reading 'getSources'),Kubzelll,NO,1,NO,0
2022_2024,electron,38022,./node_modules/electron/index.js:1:0 Module not found: Can't resolve 'fs',KingofMidnight,NO,1,NO,0
2022_2024,electron,37832,[Bug]: `app.dock.hide()` is not working after call `browserWindow.setVisibleOnAllWorkspaces(true)`,1zilc,NO,2,NO,0
2022_2024,electron,35290,"[Bug]: Desktop applications developed by Electorn cannot run node-canvas properly,catch Exception",lqomg,NO,4,NO,0
2022_2024,electron,37954,Electrum ,ZatmanOptionz24,NO,0,NO,0
2022_2024,electron,37830,"[Bug]: navigator.bluetooth.getAvailability() does not update, and no availabilitychanged events thrown",NbrTDB,NO,1,NO,13
2022_2024,electron,37861,[Bug]: I can't connect to websocket server in electron app.,hwork0422,NO,1,NO,12
2022_2024,electron,35657,[Bug]: App crashes when opening from tray on Wayland,julianfairfax,NO,8,NO,185
2022_2024,electron,37891,[Feature Request]: option to hide window when app is deactivated,ericestes,NO,0,NO,8
2022_2024,electron,36958,[Feature Request]: Add auto-update configuration options,vertigo220,NO,2,NO,13
2022_2024,electron,38013,[MAS Rejection]: Symbols: _Py_Initialize,yuanzhibang-tool,NO,3,NO,0
2022_2024,electron,38001,[Bug]: how to safe restart gpu-process,acklj1,NO,1,NO,0
2022_2024,electron,38005,[Bug]: its not loading to me,Amitsni,NO,1,NO,0
2022_2024,electron,37994,[Bug]: Can't re-open dialog for opening files or directory after it has been used once (even canceled),AlexandreLemoine40,NO,2,NO,0
2022_2024,electron,38002,"`<meta http-equiv=""Content-Security-Policy"" content=""default-src 'self'; style-src 'unsafe-inline'"">`",DarkSynx,NO,0,NO,0
2022_2024,electron,36948,[Bug]: Enabling titleBarOverlay causes enableBlinkFeatures warning,k9,NO,2,NO,0
2022_2024,electron,37852,[Bug]: setFullScreen not working in conjunction with setFullScreenable,jtvberg,NO,2,NO,11
2022_2024,electron,37987,"[Bug]: Using the official electron forge template, when running the npm run package file and opening the generated exe file, the page cannot be displayed. This issue can occur with versions above 20.0.0.",whw155,NO,1,NO,1
2022_2024,electron,37825,[Bug]: getPrintersAsync on 24.x,HigorLeodoro,NO,1,NO,10
2022_2024,electron,37413,[Bug]: window.loadFile not updating window.,koen1711,NO,3,NO,46
2022_2024,electron,37217,[Bug]:Main process crash when trying to print a pdf,saoraozhe3hao,NO,5,NO,62
2022_2024,electron,37959,"[Bug]: Fs it in electron. Asar file, knowledge as a folder by mistake",lei006,NO,1,NO,0
2022_2024,electron,37628,[Bug]: BrowserWindows.on('swipe') doesn't trigger when swiping on BrowserViews,quanglam2807,NO,1,NO,23
2022_2024,electron,36909,[Bug]: Extend support for Windows Server 2012 R2 / 8.1?,pushkin-,NO,3,NO,88
2022_2024,electron,37951,[Question] access to ENV var during production runtime,ferllings,NO,1,NO,0
2022_2024,electron,37616,[Bug]: Angular DevTools Extension Doesn't Work,mann-david,NO,1,NO,24
2022_2024,electron,37831,[Bug]: the macOS open-file event is not fired in case of filenames with diacritics,Skywalker13,NO,3,NO,6
2022_2024,electron,37775,[Bug]: crash on  23.2.1,hanbing99wt,NO,1,NO,11
2022_2024,electron,36635,[Bug]: requestSingleInstanceLock does not allow foreground focus when launched via notification on Windows,RandomEngy,NO,1,NO,121
2022_2024,electron,37936,[Tracking Issue] Direct Sockets API,GrapeGreen,NO,1,NO,0
2022_2024,electron,37619,[Bug]: setApplicationMenu causes 'Minimize All' to be disabled,colin1994,NO,5,NO,22
2022_2024,electron,37750,[Bug]: Window is resized when clicking notifications,ibahnasy,NO,2,NO,13
2022_2024,electron,37842,[Bug]: PDF viewer - / + buttons don't work,gaetandezeiraud,NO,1,NO,5
2022_2024,electron,35724,"[Bug]: After resize the window manually, clicking the menu does not show submenus",veekxt,NO,10,NO,203
2022_2024,electron,37752,[Bug]: Why can't I configure the openDevTools() method to open developer options,pankrati772,NO,1,NO,12
2022_2024,electron,35282,[Bug]: WebSerial - SerialPort doesn't open in Electron 20,rfberaldo,NO,6,NO,6
2022_2024,electron,37865,[Bug]: Window Always on top is not working when any other app is on full screen,singhiam,NO,1,NO,4
2022_2024,electron,37090,[Bug]: Web Bluetooth: Always cancelled request after first dismiss,cavonlee,NO,2,NO,54
2022_2024,electron,36627,[Bug]: `sendInputEvent` does not work in combination with `setPointerCapture`,krauthaufen,NO,1,NO,121
2022_2024,electron,37890,[Bug]: Did you removed window.process  & window.module  on 24.0.0 ?,wxuefei,NO,0,NO,0
2022_2024,electron,36891,[Bug]: macOS Ventura 13.1 logging fullscreen window data,jorodi,NO,4,NO,87
2022_2024,electron,37881,[Bug]: Extremely slow times to enumerate and play external USB video input devices,jorodi,NO,1,NO,1
2022_2024,electron,36260,[Bug]: `Electron.Event` interface in TypeScript does not match actual value,Shintarot,NO,3,NO,8
2022_2024,electron,35680,[Bug]: app.requestSingleInstanceLock() returns true on second start (Windows),ericpromislow,NO,5,NO,204
2022_2024,electron,37864,[Bug]: Latest release label on GitHub repository is not correct,rhysd,NO,3,NO,0
2022_2024,electron,37804,[Bug]: webContents did-fail-load is triggered with -3 error code when streaming media,nikitakot,NO,2,NO,2
2022_2024,electron,36541,Improving Docs Link Linting,dsanders11,NO,3,NO,125
2022_2024,electron,37827,[Feature Request]: BrowserWindow.isMenuBarVisible won't work anymore but has no document.,sprout2000,NO,2,NO,0
2022_2024,electron,35193,[Bug]: Native modules that include nan.h fail to build on electron 20,npezza93,NO,18,NO,69
2022_2024,electron,37781,[Bug]: Wrong return type for app.getPreferredSystemLanguages(),JoanVicens,NO,0,NO,4
2022_2024,electron,35736,[Bug]: Popup Menu automatically closed,manusa,NO,4,NO,142
2022_2024,electron,36547,"[Bug]: The dom area keeps flickering in black, hover will affect the flicker, and it will no longer flicker after scrolling the list.",kuuroro,NO,1,NO,121
2022_2024,electron,35349,[Bug]: webserial API can not open in 20.0.*,zhanglongqi,NO,2,NO,0
2022_2024,electron,36707,[Bug]: Minimized window stops painting when backgroundThrottling is false (Windows 10),dwang3142,NO,1,NO,49
2022_2024,electron,36197,error while loading shared libraries: libgbm.so.1: cannot open shared object file,ThenWang,NO,3,NO,3
2022_2024,electron,36323,[Bug]: why is process.versions.chrome undefined?,ssoju,NO,0,NO,0
2022_2024,electron,36416,[Bug]: ,SMJSGaming,NO,1,NO,0
2022_2024,electron,36497,[Bug]: DeviceId constraints parameter is not functional for Camera,gurkanarkas,NO,1,NO,0
2022_2024,electron,36557,deleted,arnonEricom,NO,0,NO,0
2022_2024,electron,36662,[Bug]: Closed,hayr-hotoca,NO,1,NO,0
2022_2024,electron,37497,[Bug]: css cursor: pointer; not work correctly when element on the top of the window.,Shandawei,NO,2,NO,7
2022_2024,electron,36445,[Bug]:  CORS on private network ( fetch to localhost url fails due to CORS ),dheerajkysetti,NO,3,NO,1
2022_2024,electron,36061,[Bug]: webContents.capturePage() returns empty image for hidden BrowserWindow on Windows ,lwj06,NO,1,NO,0
2022_2024,electron,36620,[Bug]: Electron 22.0.0 pageSize not work when silent print on windows 10,moom-en,NO,3,NO,60
2022_2024,electron,36515,[Bug]: Electron app crashes on windows 10,JiaFuGuo,NO,1,NO,0
2022_2024,electron,37222,"[Bug]: ""Request Storage.getStorageKeyForFrame failed. {""code"":-32602,""message"":""Frame tree node for given frame not found""}"", source: devtools://devtools/bundled/core/protocol_client/protocol_client.js",JiangBingLong,NO,2,NO,4
2022_2024,electron,37137,[Bug]: Drag region continues eating events when set to `unset` or `no-drag`,Nantris,NO,3,NO,17
2022_2024,electron,37454,[Bug]: Performance regression in 24.x,Prinzhorn,NO,6,NO,34
2022_2024,electron,37736,[Bug]: performance regression in electron 24,Kilian,NO,4,NO,0
2022_2024,electron,37101,[Bug]: BrowserWindows are printing stack traces for no reason,mattlucock,NO,1,NO,0
2022_2024,electron,37415,Window menu folders not opening after resizing window,joshua-redmond,NO,2,NO,0
2022_2024,electron,36831,[Bug]: Why is bluetooth started on Linux?,joshuataylor,NO,2,NO,37
2022_2024,electron,37278,[Bug]:  There was a problem when I was communicating with the rendering process from the main process,RSS1102,NO,1,NO,0
2022_2024,electron,37276,[Bug]: win.setFullScreen() call HIToolbox Error under macOS 13.2.1,690591397,NO,1,NO,0
2022_2024,electron,37295,[Bug]: webview.webContents.addListener returns an empty object,jdknowstocode,NO,3,NO,2
2022_2024,electron,37733,[Bug]: ,KOKADWARAkshay,NO,1,NO,0
2022_2024,electron,37411,Facebook login,Fb9027,NO,0,NO,1
2022_2024,electron,37432,Workflow ,Dayan666masiha,NO,1,NO,0
2022_2024,electron,37556,Elkt,jbaryy708,NO,0,NO,0
2022_2024,electron,37633,"[Bug]: pre-created window, the web content not disaply immediately",stefanJi,NO,3,NO,0
2022_2024,electron,37635,"[Bug]: 'menu'-support broken (wayland, linux)",slynobody,NO,1,NO,0
2022_2024,electron,37677,[Bug]: preload is not loaded,ildella,NO,4,NO,1
2022_2024,electron,37638,Admb,AdmbAdmb,NO,1,NO,0
2022_2024,electron,37710,"[Bug]: 在docker中运行electron,开启nodeIntegration: true,时，无法启动electron",343058360,NO,2,NO,2
2022_2024,electron,37764,[Bug]: electron run in k8s pod. use --no-sandbox  will remain two defunct process when main process execute ctrl+c quit.,alery123456,NO,1,NO,0
2022_2024,electron,37761,"[Bug]: After entering and exiting full screen, app can't quit",astoilkov,NO,0,NO,5
2022_2024,electron,37467,[Bug]: The secondary menu of the native menu is not displayed after the window is maximized or the window is restored.,xb0726,NO,1,NO,11
2022_2024,electron,36040,[Bug]: nativeTheme API not supported on Fedora 37 (GNOME 43),joeljosedev,NO,2,NO,169
2022_2024,electron,37735,"[Bug]: ""npm install electron"" throws an error in the new version of Node.js",tisoz,NO,3,NO,7
2022_2024,electron,37816,[Feature Request]: How to implement functions similar to nwjs domain parameters in Electron,huangjunchao,NO,1,NO,0
2022_2024,electron,37819,[Feature Request]: Show support message on Windows7/8/8.1 with electron >= 23,cp-sumi-k,NO,1,NO,0
2022_2024,electron,37543,"[Bug]: ""exception"" : {""codes"":""0x0000000000000001, 0x0000000116df2300"",""rawCodes"":[1,4678689536],""type"":""EXC_BREAKPOINT"",""signal"":""SIGTRAP""}",RaviaSoftware,NO,2,NO,25
2022_2024,electron,37379,[Bug]: Windows transparency fails after the taskbar is hidden,HAPENLY,NO,1,NO,40
2022_2024,electron,36727,[Bug]: Mouse wheel freeze on Electron windows apps,wakawakka,NO,2,NO,102
2022_2024,electron,37678,[Bug]: Cannot input Chinese characters on Mac M1 development environment,timesrunaway,NO,1,NO,10
2022_2024,electron,36327,"[Bug]: After exiting full screen, clicking Menu does not work on ubuntu",MichinariNukazawa,NO,3,NO,1
2022_2024,electron,37749,[Feature Request]: ,luokunman,NO,1,NO,4
2022_2024,electron,37790,"[Bug]: Fatal error in V8: v8 ArrayBuffer NewBackingStore When the V8 Sandbox is enabled, ArrayBuffer backing stores must be allocated inside the sandbox address space. Please use an appropriate ArrayBuffer::Allocator to allocate these buffers, or disable the sandbox.",pablohpsilva-forjnetwork,NO,1,NO,1
2022_2024,electron,37791,انظر إلى هذا... 👀,AdmbAdmb,NO,0,NO,0
2022_2024,electron,36524,[Bug]: Electron startup error on Kylin,Abbyzhoum,NO,3,NO,121
2022_2024,electron,37772,chore: remove Simplify CompileJSToWasmWrapperJob revert patch,jkleinsc,NO,0,NO,1
2022_2024,electron,36496,[Bug]: dialog stays open when parent window is closed (on Windows),DimaelVertigo,NO,1,NO,121
2022_2024,electron,37779,Mouseenter event and mouseenter not working in build mode,juanmacaballeror,NO,2,NO,0
2022_2024,electron,34939,[Bug]: Dark pink hover/focus background for menus in menu bar,patrickhlauke,NO,4,NO,257
2022_2024,electron,36945,Clipboard Module Not Available in Sandboxed Renderers,dsanders11,NO,0,NO,71
2022_2024,electron,37606,[Bug]: Deleting a file in the Mac `CloudStorage` dir skips the Trash,garyking,NO,1,NO,14
2022_2024,electron,37627,[Bug]: ,shining-moon-dev,NO,1,NO,10
2022_2024,electron,37768,[Bug]: Error: Command 'git rev-list -n 1 HEAD' returned non-zero exit status 128,hailangljb,NO,1,NO,0
2022_2024,electron,36253,"[Bug]: goBack/goForward can lead to -3 ERR_ABORTED errors, because the previous navigation isn't awaited",pushkin-,NO,3,NO,4
2022_2024,electron,37702,[Bug]: IndexedDB security origin changed from `file://` to `file:///` in v23,matejkriz,NO,6,NO,5
2022_2024,electron,37350,[Bug]: `setWindowOpenHandler` never called with disposition `save-to-disk`,Prinzhorn,NO,3,NO,37
2022_2024,electron,34934,"[Feature Request]: Electron/vuejs app not loaded by setting ""Always on top""/ uiAccess true",jvarchana,NO,3,NO,255
2022_2024,electron,37686,[Bug]: Electron builds binary with BT dll dependency,JeanPaulLucien,NO,1,NO,4
2022_2024,electron,37712,[Bug]: Running electron in docker with nodeIntegration: true enabled will not start electron,343058360,NO,3,NO,2
2022_2024,electron,37718,[Bug]: Automation problem in windows server os,sagarrabadiya,NO,2,NO,1
2022_2024,electron,37734,[Bug]: Electron network process is holding onto SOCK type files even when the window is destroyed and over due time the Open files count is increasing and Resulting in electron network process crash.,p1kumarn,NO,1,NO,0
2022_2024,electron,37732,[Feature Request]: how to prevent error dialog,et-hh,NO,1,NO,0
2022_2024,electron,37515,[Bug]: app drag regions capture clicks on windows with frame,samuelmaddock,NO,2,NO,21
2022_2024,electron,37727,[Feature Request]: Disable GPU/Disable hardware acceleration/Software rendering mode,SkybuckFlying,NO,1,NO,0
2022_2024,electron,37565,[Bug]: Crash when attempting to transfer binary data objects through `MessagePortMain`,mattlucock,NO,1,NO,14
2022_2024,electron,37436,[Bug]: How can I cancel a bluetooth request?,717009629,NO,1,NO,27
2022_2024,electron,37716,[Feature Request]: Update Electron App with P2P Network,826541814,NO,1,NO,0
2022_2024,electron,35180,[Bug]: crash on windows 11 home edition when app is installed in non-c-drive,HppZ,NO,5,NO,1
2022_2024,electron,34801,[Bug]: Electron icon shown instead of app's on Wayland,i1mercep,NO,3,NO,269
2022_2024,electron,35153,app. Ispackaged is also false after it is packaged by electronic builder,message163,NO,3,NO,49
2022_2024,electron,35372,[Bug]: `fullscreen` browser window options are confusing and wrongly documented,bpasero,NO,4,NO,217
2022_2024,electron,36426,[Bug]: OSK does not hide if webview with focused input hides,kyrylo-hrechykhin,NO,1,NO,121
2022_2024,electron,37673,"[Bug]: Is there a way to manage bluetooth permissions on Desktop (MacOS, Windows and Linux)? ",AElbert,NO,1,NO,0
2022_2024,electron,37509,[Bug]: webRequest.onHeadersRecieved applies headers inconsistently,Kilian,NO,2,NO,16
2022_2024,electron,37644,[Bug]: Broadcast Channel API is not working in version 23.1.4,serdaryesilmurat,NO,3,NO,0
2022_2024,electron,36415,[Bug]: downloadItem.setSavePath('') is not working,JonathanW12,NO,1,NO,121
2022_2024,electron,36413,[Bug]: shell.readShortcutLink() doesn't work with appx links (e.g. a link to the built-in Windows Calculator),cronvel,NO,1,NO,121
2022_2024,electron,37637,[Bug]: Enabling context isolation causes truncated error callstacks,pushkin-,NO,1,NO,0
2022_2024,electron,37375,[Bug]: Uncaught Error: Cannot find module 'canvas',ajoslin103,NO,1,NO,0
2022_2024,electron,37487,[Bug]: Restoring dock icon after creating multiple overlay windows creates duplicates,PsychoLlama,NO,1,NO,17
2022_2024,electron,37617,Only in production this error appears : node_crypto.cc:6342: Assertion `args[0]->IsInt32()' failed.,inkebilli,NO,1,NO,0
2022_2024,electron,34919,[Bug]:  Unable to reload the window,gdavidkov,NO,3,NO,246
2022_2024,electron,36373,[Bug]: ZoomFactor reset to 1 in Win7 ,githoniel,NO,1,NO,121
2022_2024,electron,37091,[Bug]: systemPreferences.getMediaAccessStatus('microphone') doesn't retrieve new status once changed in macOS Preferences,kafka-yu,NO,4,NO,0
2022_2024,electron,37055,[Bug]: 'system-context-menu' event is not triggered,guaijie,NO,2,NO,12
2022_2024,electron,35478,[Bug]: Debugger not hit/paused in DevTools when using CDP and dynamically creating IFrame element,pmadhur,NO,2,NO,34
2022_2024,electron,34938,[Bug]: Page.frameAttached wasn't fire when webContents.debugger.attach(),MrHuangJser,NO,2,NO,176
2022_2024,electron,34922,[Bug]: Very slow silent printing on Windows,sridharpg,NO,3,NO,245
2022_2024,electron,37581,[Feature Request]: Open the system preferences pane in MacOS when re-requesting permission,theogravity,NO,1,NO,2
2022_2024,electron,37568,[Bug]: Cookie is not set from parition when domain is present,ncrmro,NO,6,NO,2
2022_2024,electron,37584,[Bug]: Electron --no-sandbox flag not working Inside Docker container,ghost,NO,1,NO,0
2022_2024,electron,37445,[Bug]: navigator.bluetooth.requestDevice  always return device which name is null,717009629,NO,3,NO,13
2022_2024,electron,37476,[Bug]: BrowserWindow.previewFile causes window to not update (appearing frozen),jeremyspiegel,NO,1,NO,11
2022_2024,electron,37495,[Bug]: Window showing on 'open-url' with preventDefault(),vothvovo,NO,1,NO,10
2022_2024,electron,37571,[Bug]: The win 10 system cannot display the contents in<object>,NotionNest,NO,1,NO,0
2022_2024,electron,37547,[Bug]:  alwaysOnTop window doesn't receive focus when using Command–Grave accent (`) keyboard shortcut,bradmanAWS,NO,2,NO,2
2022_2024,electron,37519,[Bug]: macos arm64 can not get dump file,cqmonly,NO,1,NO,6
2022_2024,electron,37542,[Bug]: 打包后托盘图标找不到图片文件,WX308806058,NO,1,NO,4
2022_2024,electron,36248,[Bug]: Inconsistent Behavior when using webContents.send and ipcRenderer.on,Arbenit,NO,3,NO,129
2022_2024,electron,37559,[Bug]: setTimeOut() or setInterval() functions doesnt allow me to execute script.,eso8086,NO,1,NO,0
2022_2024,electron,37550,[Bug]: Is it normal that `desktopCapturer` can be accessed using `getUserMedia` but not with `enumerateDevices`?,pouriamoosavi,NO,1,NO,1
2022_2024,electron,37557,Arm32 support?,RetroSoftwareRepository,NO,2,NO,0
2022_2024,electron,37555,[Bug]: A JavaScript error occurred in the main process,Xfritz98,NO,0,NO,0
2022_2024,electron,36250,[Bug]: Scrollbars appear in Ubuntu X-Session fullscreen mode,Luokun2016,NO,3,NO,127
2022_2024,electron,37446,[Feature Request]: Add parameter to session.downloadURL to associate with will-download event,asd281533890,NO,3,NO,0
2022_2024,electron,37544,"[Bug]: Context menu won't pop up with ""-webkit-app-region: drag"" on win32.",sprout2000,NO,0,NO,1
2022_2024,electron,37418,"[Bug]: Electron calls the system printing under the windows7 32-bit operating system, and the printing will be incomplete",yumaopiaoa,NO,1,NO,10
2022_2024,electron,37425,[Bug]:  Squirrels.window chinese encoding fail,lockiechen,NO,1,NO,10
2022_2024,electron,37518,"[Bug]: After setting BrowserView.setAutoResize, then repeatedly resize the entire window, the content of the BrowserView will slip up and hide",wangjunkai,NO,3,NO,2
2022_2024,electron,37541,[MAS Rejection]: How to make the application of electric unrealistic in the desktop task bar of the Linux system,longzezhao,NO,0,NO,0
2022_2024,electron,37540,How can I specify a build number of my current app version?,hayr-hotoca,NO,1,NO,0
2022_2024,electron,37340,[Bug]: getSize() is incorrect if the nativeImage is created by createThumbnailFromPath(),ash0080,NO,0,NO,17
2022_2024,electron,37393,[Bug]: Obsidian (on Electron) throwing AMD GPU timeout error crashing Ubuntu,BryanWilhite,NO,2,NO,12
2022_2024,electron,36521,[Bug]: Crash in View::SchedulePaintInRectImpl,t57ser,NO,3,NO,96
2022_2024,electron,37352,[Feature Request]: Add event to WebContents to react to changes of `isCurrentlyAudible`,Prinzhorn,NO,1,NO,14
2022_2024,electron,37503,[Bug]: landscape set true failed,wangxu9999,NO,0,NO,0
2022_2024,electron,37498,[Bug]: can not download pdf,zk320520,NO,2,NO,0
2022_2024,electron,37499,Whether to consider python,monkeycc,NO,1,NO,0
2022_2024,electron,37505,[Bug]: ,dxrvip,NO,1,NO,0
2022_2024,electron,37507,[Bug]:  seems like something is down.,ghost,NO,1,NO,0
2022_2024,electron,36829,"[Bug]: When logging unhandled rejection stack, stack is logged twice",SimonSiefke,NO,0,NO,56
2022_2024,electron,37493,[Bug]: Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'fetch' ,TomasHubelbauer,NO,2,NO,0
2022_2024,electron,37472,[Bug]: onafterprint not being fired,seanaye,NO,2,NO,1
2022_2024,electron,37470,[Bug]: did-fail-load event can not catch 403 status,binvb,NO,2,NO,0
2022_2024,electron,36526,[Bug]: uncaughtExceptionMonitor not called for unhandled rejection,SimonSiefke,NO,2,NO,91
2022_2024,electron,37414,[Bug]: Frameless window is not draggable when running MAS build,streamer45,NO,3,NO,4
2022_2024,electron,34967,[Bug]: Linux window blur unexpectedly.,sohobloo,NO,3,NO,225
2022_2024,electron,36816,[Bug]: electron 18 uses Nodejs native module (context aware). Sometimes Devtools reload for electron will lead to render process crash. Is there any way to locate the problem？,Candylong,NO,4,NO,54
2022_2024,electron,37462,[Bug]: Undo clears one character at a time in a React-controller input,codeclown,NO,2,NO,0
2022_2024,electron,37305,[Bug]: Aspect Ratio locking and MinHeight/Width appear incompatible,carterbs,NO,0,NO,13
2022_2024,electron,37293,[Feature Request]: Expose setDisplayMediaRequestHandler disable_local_echo flag to enable audio output during recording,theogravity,NO,0,NO,13
2022_2024,electron,37378,[Bug]: No way to close a browserView,t57ser,NO,1,NO,7
2022_2024,electron,37419,[Bug]: Electron will crash when I call BrowserView.destroy().,TianbinTobin,NO,0,NO,2
2022_2024,electron,37356,[Bug]: Destroyed event not emitted on close for custom BrowserView.webContents,mgalla10,NO,1,NO,8
2022_2024,electron,37435,[Bug]: Still meet issue CORS-RFC1918 on Electron 19.0.0. Can I set [chrome://flags/#enable-experimental-web-platform-features = disable] in Electron?,liuchangling,NO,2,NO,0
2022_2024,electron,37376,[Bug]: Notification using `hasReply` removes the first action,stefansundin,NO,0,NO,7
2022_2024,electron,37424,[Bug]: takeHeapSnapshot is always throwing an error,eschaefer,NO,2,NO,0
2022_2024,electron,37400,"[Bug]: BrowserWindow rendering error with setting frame:false,transparent:true and resizable:true ",Aze-ziv,NO,1,NO,4
2022_2024,electron,37426,Better mute functions,bvllo,NO,1,NO,0
2022_2024,electron,37433,[Bug]: webContent cant run in Windows7 Server Pack 1,AKA-LittleCow,NO,1,NO,0
2022_2024,electron,37422,[Feature Request]: Generate a compile-able Electron tarball release ,caneraltinbasak,NO,3,NO,0
2022_2024,electron,37416,[Bug]: Uncaught ReferenceError: versions is not defined     at renderer.js:2:55,ice909,NO,3,NO,0
2022_2024,electron,37252,[Bug]: window.api returns undefined. ,ashraf7ali,NO,2,NO,11
2022_2024,electron,37210,[Bug]: Draggable regions prevent webContents interaction with `customButtonsOnHover` ,tmtk75,NO,5,NO,13
2022_2024,electron,37301,"[Bug]: context menus cannot be displayed when ""-webkit-app-region: drag"" is enabled",sprout2000,NO,2,NO,7
