SHA,Message,Author,Date
22795094568a500421556698a44d04a65fdcb57b,build: build 2.6.2,Evan You,2019-02-05T03:52:39Z
44a4ca33b95070e9aa53c6924479519d86dd9b36,"fix: restore slot-scope + v-if behavior

fix #9422",Evan You,2019-02-05T03:39:35Z
0129b0eb12a1f98a722f100892bfc5e60b0f51ce,"feat: expose all scoped slots on this.$slots

close #9421",Evan You,2019-02-05T03:25:19Z
b034abf48e793189ce8796c259eed2fbfb79bcd0,fix: always set transformed model value on attrs,Evan You,2019-02-05T03:03:33Z
1a6f7a576c5359d3f86ceaf080e4e72cbeba030a,build: release 2.6.1,Evan You,2019-02-04T22:51:36Z
6fb3a2211aa6aba54c961df41a514af1131424a6,build: build 2.6.1,Evan You,2019-02-04T22:51:32Z
66fd3c8dd1577d4b634731adf4be4d3db5bf1df6,"fix(v-model): add value to $attrs if not defined in props (#9331)

fix #9330",Bogdan Luca,2019-02-04T22:43:48Z
0fb03b7831693b4abc90dd0bfe971c36c02d82a6,"fix: avoid blocking first input event in IE when it shouldn't (#9297)

- the original bug in #7138 only happens for `<textarea>`
- the bug doesn't happen if placeholder has empty value

fix #9042, fix #9383",nciont,2019-02-04T22:39:41Z
55bfb94a33ecc9b33131ec0fb78bba2946e8fc75,"fix(compiler): fix inline-template crashing (#9365)

fix #9361",Filipe Amaral,2019-02-04T21:49:27Z
c27fe24dc6088b517ab17c799a1852f97c22c076,fix: decode single quotes in html attributes (#9341),bughit,2019-02-04T21:48:24Z
1922e7d4d99d0397223b3919a1643aacb7afbbab,"fix(template-compiler): allow comments on the root node in templates (#9408)

In SFC templates, we are allowed to add comments to the root node. If parsing with comments flag
true, we are not anymore. This ignores the root comments in case they cannot be added.

fix #9407",Barthélémy Ledoux,2019-02-04T21:34:32Z
b6b42ca8c41963be292caa266ce4330603f4c4eb,"fix: avoid isPromise check when handler return value is Vue instance

fix #9418",Evan You,2019-02-04T20:14:29Z
85548310f19975745c83ac173f700f8b2f1e8e3e,build: release 2.6.0,Evan You,2019-02-04T15:57:04Z
076dc8d84facb3a62700b73e69804eca9f47ae50,build: build 2.6.0,Evan You,2019-02-04T15:57:00Z
9b33f206f82a9fcea6e78de37e7624cd4b7431b8,chore: update sponsors [ci skip] (#9405),vue-bot,2019-02-02T15:53:46Z
64f863bbb9c8147819ef4547dfdadba0239c6d59,feat: move v-bind.prop shorthand behind flag,Evan You,2019-02-02T15:49:01Z
44a17ba2cde7fb9a673486d44de7f29feb5c1882,"fix: fix child forceUpdate regression

close #9396",Evan You,2019-01-31T15:24:41Z
539e481f38706a6202f0eacf54c579362fbd5bb4,fix: fix v-bind:style for camelCase properties with !important  (#9386),Filipe Amaral,2019-01-31T15:08:35Z
e1db2c5bf66fca3d219683682690cd33921dd5c5,chore: update sponsors [ci skip] (#9400),vue-bot,2019-01-31T15:04:43Z
e632e9a0759532e1d902871ca07b02c9ac267e7c,"fix: allow more enumerated values for contenteditable

close #9397",Evan You,2019-01-31T14:56:18Z
6afd96f2fdb59b1fce8ee7bf1cef4c348294959b,chore: fix flow,Evan You,2019-01-31T02:41:56Z
3edb99920011d64516c30d45250988e39544e418,polish: warn against incorrect nested v-slot usage,Evan You,2019-01-31T02:33:59Z
2807fd24b0c17179336f84d1725b69cd3c7a0aca,fix: template v-slot should work with v-else conditions,Evan You,2019-01-31T02:30:29Z
5851961ca320a423003bd32fecb488f230dcd854,refactor: adjust codegen for v-if on scoped slot,Evan You,2019-01-30T23:12:18Z
7721febcc3c0594af0abc25fa32d72d63a52942f,build: release 2.6.0-beta.3,Evan You,2019-01-30T14:59:37Z
9f3cbafa551f654c9782fd0cef9e3214efc903f2,build: build 2.6.0-beta.3,Evan You,2019-01-30T14:59:32Z
2afa1d056e9c50376cb63763ab6815cd245b8d69,build: fix feature flags for esm builds,Evan You,2019-01-30T14:47:31Z
c9e3a5d1d92500ac1e1d1eb6f3866a9df5eecf53,feat: detect and warn invalid dynamic argument expressions,Evan You,2019-01-28T23:08:37Z
624c79930ad2e9b0cfff8853f5629383b8d59b3a,build: release 2.6.0-beta.2,Evan You,2019-01-26T04:38:40Z
90f47d1bc687b195aeda55c61c147296ff4dc45a,build: build 2.6.0-beta.2,Evan You,2019-01-26T04:38:36Z
dbc0582587f90e78867809bb6ae683301cd0626b,"feat: dynamic directive arguments for v-on, v-bind and custom directives (#9373)",Evan You,2019-01-26T04:21:58Z
f219bedae8f9cab131eb5529769bcfdc91ce2912,"perf: improve scoped slots change detection accuracy (#9371)

Ensure that state mutations that only affect parent scope only trigger parent update and does not affect child components with only scoped slots.",Evan You,2019-01-26T03:34:06Z
770c6ed64f8be3edc4175d431fc67ba140bf5b97,refactor: extend dom-props update skip to more all keys except value,Evan You,2019-01-24T20:47:58Z
1868561442507690f07579c258f4db19a650fb9a,fix: fix checkbox event edge case in Firefox,Evan You,2019-01-24T20:43:06Z
8cb2069aa44f833259781f135c7b6cf9e21e15c8,test: fix tests in IE/Edge,Evan You,2019-01-24T15:05:39Z
32072e8a8853584b1f8763f42cd845fbc55f4dc2,refactor: simplify timestamp check,Evan You,2019-01-24T15:05:20Z
60a277ca31f2cea83733d502bebcd6e4546db262,chore: update comment,Evan You,2019-01-23T23:44:21Z
ba0ebd4771ddb5c56c1261f82c842b57ca7163a6,"fix: async edge case fix should apply to more browsers

also optimize fix performance by avoiding calls to performance.now()",Evan You,2019-01-23T23:41:50Z
ba9907c73c01b1b52afdf9486c178238a4a68169,chore: update sponsor,Evan You,2019-01-23T20:07:24Z
8d8457246daac543c5935aa3cbf62d362431da43,feat: warning for ambiguous v-slot usage,Evan You,2019-01-23T15:20:01Z
67e85deae2b9720624ed7b20223b905a882942a0,feat: adjust v-slot per RFC + enable flag,Evan You,2019-01-23T03:21:24Z
ec8403209ab9ecc526f696c032f6cd14c8d122bb,chore: update README in dist (#9346),yong,2019-01-19T16:28:19Z
6ca18bd05b5f90af5285851cc6db62b908a844e2,chore: update sponsors [ci skip] (#9343),vue-bot,2019-01-19T13:37:22Z
b0f2f830e62b21a93f22d12ac6402e70354e849c,chore: fix flow,Evan You,2019-01-18T21:46:49Z
42fdf3f8378e5dc379808a4fa67b39c4a74ae191,refactor: ssrPrefetch -> serverPrefetch for more consistent naming,Evan You,2019-01-18T21:43:17Z
df064cedd11d43173b550762ae850c507638db76,test: tests for ssr template function (#9324),Evan You,2019-01-18T16:25:37Z
b65f6d78e0e480601b0042b1b5e8259343b629fb,"feat(ssr): allow template option to be function in renderToString (#9324)

Also allows return Promise for async handling",DominusVilicus,2019-01-18T16:20:07Z
4fca0454bd716a5d3ba32057ff2ed510af933c8d,feat: update new slot syntax per RFC revision,Evan You,2019-01-16T18:44:58Z
a47a0ee287116df7f2b89b956fdb3a3ea6c6330c,workflow: fix release script [ci skip],Evan You,2019-01-16T16:22:02Z
732bf878c1f8b60e075990ec490977758d4fb886,build: release 2.6.0-beta.1,Evan You,2019-01-16T16:21:07Z
e75c6230473ba324352547f8356bce12f69c3f9d,build: build v2.6.0-beta.1,Evan You,2019-01-16T16:20:25Z
730a10f771cf722fd28994b0501ad7b04534882a,types: type sync for template-compiler and server-renderer,Evan You,2019-01-15T22:41:42Z
7fb6fdd16824d9af1b7bbff83e1c032940ee600c,"build: introduce feature flags, hide new slot syntax behind flag",Evan You,2019-01-15T21:22:06Z
0cf6aaddb54361889231b3e2c52b34f9fa82c22d,types: type sync for 2.6 features,Evan You,2019-01-15T17:38:58Z
9ae80acde59d9d149ee5e4e2097f209eac6f834f,"feat: expose performance measures

ref #7570",Evan You,2019-01-15T16:41:00Z
c5c354d593d6f6344e78ca098f1ae1fa3e83d6ed,feat: new scoped slot syntax implementation update per rfc,Evan You,2019-01-15T03:56:37Z
aef5b4e47811cb842315bd27d6919650da45279b,fix(ssr): should render 0 as valid value for style property with unit,Evan You,2019-01-12T07:07:17Z
584e89da4ab17e1ebdae0ae10be77ef9d230c7a0,"feat: support slot-props and its shorthand

See https://github.com/vuejs/vue/issues/9306 for more details.",Evan You,2019-01-12T06:23:51Z
4f61d5b73b2e96b9570959dd2a540bc439d0f3bd,chore: fix flow,Evan You,2019-01-12T05:42:09Z
bc97ff956e373be14b67da4c57db207c1c889706,chore: reset CommonJS dist files overwritten by merge,Evan You,2019-01-12T05:32:56Z
794ad0dae3bd562dc603e784d550b6707dc716b1,refactor: additional tweaks after revert,Evan You,2019-01-12T04:09:31Z
6a2994e8f07d24ff6d94507a3e8effd22e2434d9,"revert: feat: support scoped-slot usage with $slot

This reverts commit 7988a5541cd6e9a9be28b4905d69c44ddcb3878e.",Evan You,2019-01-12T04:04:04Z
6fe07ebf5ab3fea1860c59fe7cdd2ec1b760f9b0,chore: merge branch '2.6' into dev,Evan You,2019-01-11T23:26:32Z
99343f9b48048c459c2021d25d25a8cbc86d2f32,build: release 2.5.22,Evan You,2019-01-11T23:18:31Z
06dbb2ab2e7f10d00d9801e4e1641c2edf83db9e,build: build 2.5.22,Evan You,2019-01-11T23:18:26Z
7ac8f63a051de2a4b19b73e4729f2c8662b2fb3e,chore: remove residual files from dist,Evan You,2019-01-11T23:13:13Z
0d2e9c46f16e9ec5bd0f3eebd2aa31c7f7493856,"fix(core): dedupe lifecycle hooks during options merge

The fix landed in #9199 causes further extended constructors used as
mixins to drop options from its inheritance chain, so a different fix
is needed.",Evan You,2019-01-11T22:51:45Z
edf7df0c837557dd3ea8d7b42ad8d4b21858ade0,"fix(core): dedupe lifecycle hooks during options merge

The fix landed in #9199 causes further extended constructors used as
mixins to drop options from its inheritance chain, so a different fix
is needed.",Evan You,2019-01-11T22:51:45Z
743edacdb6fa0bb711e860b68373274f50c8baa5,"fix(core): fix merged twice bug when passing extended constructor to mixins (#9199)

fix #9198",hikerpig,2019-01-10T21:10:54Z
d21e93139697be2c0a6fdc4ee74d30d2834a729f,"fix(async component): memory leak after synchronous async loading (#9275)

fix #9229",Adrien Baron,2019-01-11T20:46:25Z
17d8bcb60edc14b2c23f5e6cc92f030897092e21,"fix(ssr): should not render invalid numeric style values

Reverts part of 7d9cfebe - browsers only auto append units to
numbers when in quirksmode, so in standard mode, numbers set to
style properties that require units are invalid and should not
be rendered.",Evan You,2019-01-11T19:54:10Z
7d9cfebe39ffd531e0948668e688474b276cdec1,"fix(ssr): properly handle invalid and numeric style properties

Ignores values that are not string or numbers, and append px as default
unit to appropriate properties.

There will still be certain cases where the user simply provides an
invalid string value to a property which will be too costly to detect
(it's possible by using the `cssstyle` package, but very heavy). But
in such cases the user would already notice the style is not working
on the client, so it's not really worth it for the perf implications.

fix #9231",Evan You,2019-01-11T16:07:40Z
fe2b27ffb98932ec8e822bd88b4de1666810521c,types: typing for Vue.observable,Evan You,2019-01-11T03:44:55Z
142cf6c4893c36a20e9e4102f588103c70023b46,types: update typing for vue-template-compiler,Evan You,2019-01-10T23:19:23Z
a4ed58c076649a4536b40a9c98c974c77602c76b,feat(compiler): expose generateCodeFrame method,Evan You,2019-01-10T22:58:06Z
537161779ea329c1d0a993997555f1c692b8cac1,"fix(core): fix merged twice bug when passing extended constructor to mixins (#9199)

fix #9198",hikerpig,2019-01-10T21:10:54Z
c50bbde41c4a1868a8a0b33df3238346840bd37c,feat: add Vue.observable() for explicitly creating observable objects,Evan You,2019-01-10T21:03:03Z
ce7ca7bde9bc2296a263e59d5bb8b633405b87cb,refactor: should also fire handler if timestamp was same,Evan You,2019-01-10T20:08:38Z
3a1a9359607ed6ddc32627f5c33548d671fb21bd,refactor: do not override scoped slots when exposing normal slots,Evan You,2019-01-10T19:25:09Z
3504d7f6d6c8f5bf156fa9242bf54f502c077520,"refactor: better solution for async edge case.

Revert event delegation related changes.",Evan You,2019-01-10T19:21:31Z
90fe7490911c5f7f3adc1607f1a55fae5070bcd7,build: trigger regression tests from 2.6 feature branch,Evan You,2019-01-10T17:44:31Z
b32c4b693535c35ae10742eb3351cbc123b15941,fix: ensure proxied normal slot uses correct key,Evan You,2019-01-10T17:32:06Z
d855027741d4f602cc9f507c18ede75c3e7ce84a,test: more test cases for $slot usage detection,Evan You,2019-01-10T16:18:06Z
1e5174d21399eec115ae1b1930f218853311558d,test: add more test case for watch option,Evan You,2019-01-10T15:33:02Z
8b382b3efb14986e9ea5213d0b57c244b70ae0e7,fix: allow _ in watch paths (element compat),Evan You,2019-01-10T04:46:38Z
5fb23d4e2971480d14fbee0146e3416a07bc0b9f,fix: ensure only nromalize a scoped slot when it is present,Evan You,2019-01-10T03:47:11Z
4c2c6f03dc617e0b7f8ffee7539876d131506cbf,build: fix dev:cjs script,Evan You,2019-01-10T03:26:54Z
8eea6b07c415ac5c7e3a401265e6390f0e18e5b9,"refactor: avoid using immutable object for $slot

libs like Avoiraz assumes $slots is mutable, need backwards
compat.",Evan You,2019-01-10T03:03:51Z
3be1c5d67e8bdfc9387122317bf3779261010d45,feat(config): expose config.useEventDelegation and default to false,Evan You,2019-01-10T01:09:50Z
02f897a4bc57fec89301918ed7c3db0c423deaae,chore: fix flow,Evan You,2019-01-09T22:41:37Z
d2902ca8ec5fd184fe81479fea1318553fdb8323,"feat: support .property shorthand syntax for v-bind.prop modifier

close #7582",Evan You,2019-01-09T22:31:04Z
23a145952c20f0b7538f4591b910fd209035c683,refactor: adjust #7941 for slots unification,Evan You,2019-01-09T21:35:39Z
fb6aa0609045e69a0b6050bc7b6466b63be8d69d,feat(functional): add scopedSlots to context in functional components (#7941),Eduardo San Martin Morote,2019-01-09T21:18:14Z
5d52262f1ce56d080c3438c4773a81dc5c8397aa,"feat(core): expose all slots on $scopedSlots as functions

After this change, users using render functions can always make use
of slots via `this.$scopedSlots` without worrying about whether the
slot is being passed in as scoped or not.

This should also make it easier to migrate to 3.0 where all slots are
exposed as functions that return Array of VNodes on `this.$slots`.",Evan You,2019-01-09T20:35:57Z
cf42f8e870f34e59e19f9cbf7ac6309c3c9c160c,"chore: update sponsors [ci skip] (#9296)

[automated] Patreon sponsors update",vue-bot,2019-01-09T17:52:30Z
7988a5541cd6e9a9be28b4905d69c44ddcb3878e,feat: support scoped-slot usage with $slot,Evan You,2019-01-08T03:26:44Z
91327300355a6e52b39da0d5c95cc45563cbb021,refactor(codegen): simplify conditions,Evan You,2019-01-07T23:22:22Z
583dd01158a4dec1df5a101d1bba68cb8e17a60a,"refactor(parser): move element self processing to after children

This allows element processing logic to be based on its sub tree
content, e.g. $slot usage detection",Evan You,2019-01-07T21:47:18Z
d278da20a008a61ed8d5ec9d92524eb5dc9630cf,test: fix LRU upgrade,Evan You,2019-01-07T17:15:15Z
bbfeb039f37d8d040bde318fe904761c6bd9386f,build: bump dev deps,Evan You,2019-01-07T15:58:29Z
ab2b1f16f4fa2c966d9b7d89d36aa7125c6802c5,chore: update sponsors,Evan You,2019-01-04T19:54:44Z
75a2b4cd42bcb864d37c3d4a12d984e746eb3a5f,chore: update sponsors,Evan You,2019-01-04T19:54:44Z
05fbc3602f2a0c4d4989721f1dbbd9c55f1d8560,chore: update backers,Evan You,2019-01-03T15:18:47Z
c117e8f25efeaa46565e7bb7e3c055d48f7f5117,chore: update backers,Evan You,2019-01-03T15:18:47Z
ce35159d6d6e9c3607bd3232e386b5b994d0ec49,chore: fix types,Evan You,2018-12-26T22:22:32Z
c7c13c2a156269d29fd9c9f8f6a3e53a2f2cac3d,"fix(scoped-slots): ensure $scopedSlots calls always return Arrays

Also allow render functions to return an Array of a single element.
Close #8056",Evan You,2018-12-26T22:17:30Z
d747469e1ae26190d364e5cc9c8112d3d865a0b9,test: test case for v-for native collection support,Evan You,2018-12-26T21:02:50Z
7a9290421d511cca66a6563f910beb1fab1b33ee,build: fix chrome headless on CI,Evan You,2018-12-26T20:48:19Z
85d8ad64aa864f4c0800fbb9a895432b5edfdfe3,build: use headless chrome by default for unit tests,Evan You,2018-12-26T20:38:52Z
d40eb9c2880c8dd27fedb9fbc508823a15742274,feat(v-for): support iterables in v-for (#8179),Jeremy Dubois,2018-12-26T20:38:19Z
e1abedb9e66b21da8a7e93e175b9dabe334dfebd,"feat(compiler): add whitespace option, deprecate preserveWhitespace option

close #9208",Evan You,2018-12-26T19:12:34Z
9c718522bac60d13d3b48d6b6512fccfd5cf8858,"feat(compiler/watch): allow unicode characters in component names and watch paths (#8666)

close #8564",Pak Youngrok,2018-12-26T15:02:54Z
325fc7693c1574e69fe542f1dbc334030a4b1ec3,feat(compiler): output codeframe in browser compiler,Evan You,2018-12-22T04:55:48Z
3883f1f69c3dc12abd9c5f321f98f340233c1087,chore: update deps,Evan You,2018-12-22T03:23:11Z
b31a1aa8870474b2ca782c45d55edac2932d4cc2,"feat(compiler): output source range for compiler errors (#7127)

ref #6338",Jason,2018-12-22T02:58:32Z
d08b49f520e0704f9d4e61be4f751e3b2cdac6a8,fix: make transition-group key warning a tip to avoid breaking compilation,Evan You,2018-12-21T19:46:18Z
1c105fb16c1b2395790740efce10b137f2f36c19,test: fix test case for #8297,Evan You,2018-12-21T19:29:57Z
3fca52792ef83fa58a5c28882706d9e8a039790d,"feat: v-bind.sync also listens for kebab-case update event (#8297)

 fix #6428",Divya,2018-12-21T18:34:17Z
0e4e45ec741416e0042c29a53bbc0e58c8663f6e,"feat: support custom toString() in text interpolation and v-html (#8217)

close #8093",Mathieu TUDISCO,2018-12-21T18:13:48Z
1933ee80ff808b81a691fa6a135c1588d218bc0a,fix(provide/inject): Merges symbol provides (#7926),Hiroki Osame,2018-12-21T17:49:21Z
5ab028a9128b289b0c840bdb6901021fc482e6f5,refactor: speed up injection resolution,Evan You,2018-12-21T17:26:24Z
bf0efb02b1f52cceb0bad8588cf6c90e22349049,"feat(compiler): support deindent: false in vue-template-compiler (#7215)

close #7054",Zhenfei You,2018-12-21T16:59:34Z
a981c80d2aedb0d56f98865e39c981819fbf65d0,feat: support v-html for SVG elements (#8652),GU Yiling,2018-12-20T22:07:34Z
22ad26615104c15fd09bc69692e3042bb1bb58e9,"fix(runtime): DevTools recommendation shows for all browsers (#8638)

Close #8634",Alejandro Maguey,2018-12-20T22:05:05Z
44940121eef4e2df5f3cb3c21f3f468af8b336bc,"feat(ssr): add custom state serializer option

close #6614",Evan You,2018-12-20T21:08:58Z
7ebabe2392d3376a97492209e2895122e5a54bd2,test: test for #8790,Evan You,2018-12-20T20:54:35Z
ab24285458c98e25d5749beb4edebef73672de4b,"feat(ssr): allow opting-out of caching by returning false in serverCacheKey

close #8790",Evan You,2018-12-20T20:47:15Z
d7a533d6f85aae52aed03202fa5ccb774f0cb2ec,feat(ssr): ssrPrefetch option + context.rendered hook (#9017),Guillaume Chau,2018-12-20T20:26:12Z
f036cce16377cec328bee03a3a4069275b320312,"feat(ssr): Add 'nonce' option to context for ssr outlet script (#8047)

close #7479",Hyunje Jun,2018-12-20T20:15:04Z
9432737cf871335c42ce0dc0a0baa21a4d8c3832,fix: cover more cases in v-on inline return value,Evan You,2018-12-20T17:20:09Z
0ebb0f39dfee0a5c03adb2f312f617cca37b44d6,"fix: return inline invocation return value in v-on handlers

close #7628",Evan You,2018-12-20T16:32:06Z
b00868c5cb1ca8aa8b42947ff5d2a55e9e298582,refactor: extract async error handling logic,Evan You,2018-12-20T15:26:56Z
35edc1c1e2515033a07e903580df01bcd43090aa,refactor: extract isPromise util,Evan You,2018-12-20T15:09:06Z
6e9fcfc81d922a1b188268bf50d7e67c07d6d662,"feat(errors): sync/async error handling for lifecycle hooks and v-on handlers (#8395)

close #6953, close #7653",Enkot,2018-12-20T15:02:28Z
b7f7f2756928f409950186c5d641034f362b392a,"feat: use event delegation when possible

This also fixes async edge case #6566 where events propagate too slow
and incorrectly trigger handlers post-patch.",Evan You,2018-12-20T00:26:58Z
080dd971f77f7c631650c4e3027d1802f4e804d8,"fix(next-tick): revert 60da366

the condition is no longer necessary after reverting back to microtask
only nextTick implementation, and fix #8436",Evan You,2018-12-19T19:00:15Z
850555d1faa9be7d8306adffd95c7dee5e58717f,"fix: always use microtasks for nextTick (#8450)

fix #7109, #7546, #7707, #7834, #8109
reopen #6566",Haoqun Jiang,2018-12-19T18:29:00Z
ced774be6ddbc53884d7a5d395514a9f62e32336,feat(types): add types for vue-template-compiler (#7918),katashin,2018-12-05T22:56:27Z
57910723c6ba68386c15e095e42c1ed9603c7bcf,"feat(types): add Prop to main type declaration file (#6856)

close #6850",Ferdy Budhidharma,2018-12-05T22:50:13Z
63f5c6e9f18388b214c17d432842b581c26b33ac,build: add esm browser prod build,Evan You,2018-12-05T22:46:28Z
861abf4bb940e89a6ae3c5c3e2dad4ed0bd53b3e,feat: add browser ESM build,Evan You,2017-11-22T19:23:16Z
17296aa6bbbe9f1242bca01381d3a936a569ab7f,build: ship pre-minified versions of CommonJS build and server renderer,Evan You,2018-12-05T14:41:16Z
38e967b8067441ff37cb3b923200023a6b842759,refactor: tiny cleanup changes (#9193),Xin Du (Clark),2018-12-12T16:41:45Z
af9e2b3f0f4156fd52ed4444b96e2b8c0932c658,chore: minor comment cleanup (#9191),Nick Hall,2018-12-12T16:41:36Z
b06c784b81a244e1bc2d028216fcd2ab873730b9,fix(ssr): support rendering comment (#9128),Xin Du (Clark),2018-12-12T16:41:08Z
70754084ec2d84e44effeb8f82efda3397a08b0d,build: release 2.5.21,Evan You,2018-12-11T22:52:21Z
b449e17eefd5543316291398677b57220cc951ba,build: build 2.5.21,Evan You,2018-12-11T22:52:18Z
847e493768371cec4718969e02bdb7f8463f4e03,fix: fix single v-for child optimization,Evan You,2018-12-11T22:47:59Z
4e975485a4d90fef62bf73a32a2b72e249919130,test: use mocks for commits e2e test,Evan You,2018-12-11T22:44:25Z
80fb6b8da144bd9c2313702e23a35d72fa620135,"revert: ""chore: use keypress in TodoMVC example for IME input methods (#9172)""

This reverts commit 6980035a86cfb79368af77a5040e468177d6b14a.",Evan You,2018-12-11T21:58:18Z
4074104fac219e61e542f4da3a4800975a8063f2,perf: skip normalization on single child element v-for,Evan You,2018-12-11T21:51:40Z
47487607fbb99339038cf84990ba341c25b5e20d,"fix: fix v-for component with undefined value

fix #9181",Evan You,2018-12-11T21:51:03Z
984393fed981c58ad79ed50424f023dcfa6829d0,test: change model text's priority case (#9170),krystal,2018-12-11T16:37:39Z
6980035a86cfb79368af77a5040e468177d6b14a,chore: use keypress in TodoMVC example for IME input methods (#9172),Fumio Nonaka,2018-12-11T16:35:21Z
87bad80f0cb9a30b95d9410120ff6e3e2022a723,"fix(lifecycle): beforeUpdated should not be called if component is destroyed (#9171)

fix #8076",Matteo Fogli,2018-12-11T16:31:27Z
d8285c57a613c42eddf2d4f2b75c1cea6aa4703a,"fix(weex): support data class type that is string (#9139)

close #9124",Zhenfei You,2018-12-11T16:29:49Z
8fccd8256902b6199ac124017f70d75abb45ed27,chore: fix tag name in compiler/parser/index.js (#9165),NaotoSuzuki,2018-12-11T16:28:40Z
3d449376d557c4533a9664f95df3a168ecee9bfa,"fix(v-model): properly handle multiline v-model expressions (#9184)

fix #9183",Andrew Hyndman,2018-12-11T15:27:43Z
d780dd2e2adcf71f40c086055a659a9a2b4a8282,"fix(types): accept primatives and falsy values in createElement children (#9154)

fixes #8498",Kael,2018-12-10T23:36:41Z
77d406b2a49b286fe6587305fabcf0796db19ab1,build: release 2.5.20,Evan You,2018-12-10T16:57:04Z
952d3b4b218697b22f6f4bb42f859d15d1896e86,build: build 2.5.20,Evan You,2018-12-10T16:57:01Z
e06d2af276fc8d626a3b048f4d138a243aa690a4,"fix(types): avoid `this` in VueConstructor signature (#9173)

https://github.com/vuejs/vue-class-component/issues/294#issuecomment-445526936",Herrington Darkholme,2018-12-10T16:53:57Z
628c1b7f5b298e13975d880c73e8fc2893628c2e,build: release 2.5.19,Evan You,2018-12-09T21:26:02Z
c38a81b84a52351e8220a56f5828894b422ec816,build: build 2.5.19,Evan You,2018-12-09T21:25:36Z
0d4b35f55975946cb0eb4f7f5f35efe3d078473e,"fix(vdom): remove unnecessary sameVnode condition

fix #9168",Evan You,2018-12-09T21:21:22Z
5d721a42b140865e50a78445fe21c5f270bde703,"revert: fix(sfc): avoid deindent when pad option is specified (#7647)

This reverts commit 9d2f9a034f9c40d5ba6d8b1e131b1bfb675dc1cf.",Evan You,2018-12-09T20:52:17Z
780dac561b9cd6c3cec28f154f76e7d28352ebf3,"fix(ssr): should not warn for custom directives that do not have ssr implementation

fix #9167",Evan You,2018-12-09T20:47:43Z
a89384c8d93a3e5a382f60a84d60f0675408ed75,test(ssr): add basic directives test (#9166),sqal,2018-12-09T20:42:20Z
dadc918c05ff96063eb9f6c48c126db71758213b,build: release 2.5.18,Evan You,2018-12-07T21:09:08Z
eb81ec213196ef9e286e34be3d542326f14a1910,build: build 2.5.18,Evan You,2018-12-07T21:09:05Z
dfaf9e24361e10ae68ce3951eaf48262cf90f0ec,fix(types): type support for advanced async components (#8438),Timur Kiyui,2018-12-05T23:00:56Z
8a2dbf50105ea729125a42fecfe2c2f0371d7836,"fix(transition-group): fix activeInstance regression

fix #9151",Evan You,2018-12-05T22:33:39Z
0ed0aad77228b95e9a61a87386736938837527f8,"fix: fix keyName checking for space and delete in IE11 (#9150)

fix #9112",GU Yiling,2018-12-05T20:26:58Z
f077ed17af14bb2675db64b2aa2d023769219624,"fix(ssr): fix ssr template publicPath generation

fix #9145",Evan You,2018-12-05T15:54:42Z
93850f49e31559c78dc91f5df9e756f424ba910a,chore: fix sponsor link,Evan You,2018-12-04T16:00:09Z
1b4a8a0c1edaf9c7eb129ba61bca94ba607bbf56,"fix(compiler): fix codegen for v-for component inside template

fix #9142",Evan You,2018-12-04T15:51:29Z
448ba65d2b139b29f1e6891add9925ac22ffe10b,"fix(types): correct scopedSlot types (#9131)

see #8946",Kael,2018-12-04T01:31:39Z
0d7fb739257cc3d3fc1ea6127eb1089a762b220c,chore: update sponsors/backers [ci skip],Evan You,2018-12-03T20:02:02Z
e8031b4e68a060d4e559ec62f4350987e06dee9a,build: release v2.5.18-beta.0,Evan You,2018-12-02T21:13:36Z
fe194dd5d812249bed5c15ad1d16551599b029dd,build: build v2.5.18-beta.0,Evan You,2018-12-02T21:12:52Z
307835284a326569ea12c4a22c7dcb8f36d2d8ca,"fix(ssr): resolve server directives the same as on client (#9129)

fix #8961",ggtmtmgg,2018-12-02T21:01:19Z
aca17b4064bf5017506d77e9f5bf286cfe926ae1,ci: add regression test for popular libraries in Vue.js ecosystem (#8608),Haoqun Jiang,2018-12-02T21:00:06Z
e4b1b57fd7117a19cdb376dcb156606e0cc32a94,"fix(ssr): adjust call stack size defer threshold

fix #8545",Evan You,2018-12-02T17:31:16Z
19c33a7e4072b03069f803263ed0c49feb5f73a9,"fix(v-on): correctly remove once listener (#8036)

fix #8032",laoxiong,2018-12-02T16:32:59Z
530ca1b2db315fbd0e360807b2031d26665c5d3d,"fix(core): properly handle reused vnodes

This also removes the restrictions on rendering the same slot multiple
times.

close #7913",Evan You,2018-12-02T02:07:18Z
097f6229dffc34af452b106ad2a3b58845588807,"fix(core): avoid mutating original children when cloning vnode

The on-demand clone strategy introduced in 956756b mutates the owner
array of the cloned vnode. This causes the newly cloned vnode to be
destroyed when the parent node is destroyed. This is fixed by cloning
the children array when cloning a vnode.

fix #7975",Evan You,2018-12-01T22:05:36Z
ef8524ab7db8d64ac449ce74f5858aa9d91357ad,"fix(compiler):  wrap scoped slots v-if conditions in parens (#9119)

fix #9114",Subhash,2018-12-01T05:33:59Z
0b31647c41b0c916d40b962723b1de06672d0e01,chore: fix grammar in core/observer/index.js comments (#9116),Husam Ibrahim,2018-12-01T05:29:37Z
0d62bb84ffa1af7a4826aecc11c429c7a020645c,"fix: actually disable dep collection when invoking lifecycle hooks (#9095)

fix #9046",ysj16,2018-12-01T05:24:30Z
b0ccb8618382b6ee143d68cf4498d6b3ec18aa81,chore: rephrase comment (#9100),James George,2018-12-01T05:23:58Z
